,Query_num,query,model_type,NF,preference_type,MOO_method,opt_acc,opt_cost,opt_mem,comp_time,work,output_flag
7736,1,"[['sheep'], ['fork'], ['couch', 'horse']]",ModelOpt,DNF,"['cost_norm', 'memory_norm', 'acc_loss_norm']",goal_attainment_method,0.971543063,61,53615,1427.381516,0.007890876,2
7737,1,"[['sheep'], ['fork'], ['couch', 'horse']]",OrderOpt,DNF,"['cost_norm', 'memory_norm', 'acc_loss_norm']",goal_attainment_method,0.980174242,22.16487612,269515,6948.84491,0.317512155,2
7738,1,"[['sheep'], ['fork'], ['couch', 'horse']]",ModelOpt,DNF,"['cost_norm', 'acc_loss_norm', 'memory_norm']",goal_attainment_method,0.971543063,61,53615,1333.564758,0.00839871,2
7739,1,"[['sheep'], ['fork'], ['couch', 'horse']]",OrderOpt,DNF,"['cost_norm', 'acc_loss_norm', 'memory_norm']",goal_attainment_method,0.97450974,22.16487612,71735,7122.112274,0.333851479,2
7740,1,"[['sheep'], ['fork'], ['couch', 'horse']]",ModelOpt,DNF,"['acc_loss_norm', 'cost_norm', 'memory_norm']",goal_attainment_method,0.971543063,61,53615,1631.74057,0.013551716,2
7741,1,"[['sheep'], ['fork'], ['couch', 'horse']]",OrderOpt,DNF,"['acc_loss_norm', 'cost_norm', 'memory_norm']",goal_attainment_method,0.980174242,22.16487612,269515,4580.699921,0.310020506,2
7742,1,"[['sheep'], ['fork'], ['couch', 'horse']]",ModelOpt,DNF,"['acc_loss_norm', 'memory_norm', 'cost_norm']",goal_attainment_method,0.971543063,61,53615,1223.379135,0.011164575,2
7743,1,"[['sheep'], ['fork'], ['couch', 'horse']]",OrderOpt,DNF,"['acc_loss_norm', 'memory_norm', 'cost_norm']",goal_attainment_method,0.980174242,22.16487612,269515,6071.048737,0.337347121,2
7853,2,"[['skateboard', 'dog', 'baseball_glove'], ['skis']]",ModelOpt,CNF,"['memory_norm', 'cost_norm', 'acc_loss_norm']",goal_attainment_method,0.856805553,30,16500,831.5830231,0.003696687,2
7854,2,"[['skateboard', 'dog', 'baseball_glove'], ['skis']]",OrderOpt,CNF,"['memory_norm', 'cost_norm', 'acc_loss_norm']",goal_attainment_method,0.825556515,23.00077835,27490,4022.169113,0.132155951,2
7855,2,"[['skateboard', 'dog', 'baseball_glove'], ['skis']]",ModelOpt,CNF,"['memory_norm', 'acc_loss_norm', 'cost_norm']",goal_attainment_method,0.856805553,30,16500,580.2898407,0.003696619,2
7856,2,"[['skateboard', 'dog', 'baseball_glove'], ['skis']]",OrderOpt,CNF,"['memory_norm', 'acc_loss_norm', 'cost_norm']",goal_attainment_method,0.825506676,23.0008673,70115,3435.47821,0.140104345,2
7857,2,"[['skateboard', 'dog', 'baseball_glove'], ['skis']]",ModelOpt,CNF,"['cost_norm', 'memory_norm', 'acc_loss_norm']",goal_attainment_method,0.856805553,30,16500,454.3323517,0.003695827,2
7858,2,"[['skateboard', 'dog', 'baseball_glove'], ['skis']]",OrderOpt,CNF,"['cost_norm', 'memory_norm', 'acc_loss_norm']",goal_attainment_method,0.825506676,23.0008673,70115,3718.137741,0.129555025,2
7859,2,"[['skateboard', 'dog', 'baseball_glove'], ['skis']]",ModelOpt,CNF,"['cost_norm', 'acc_loss_norm', 'memory_norm']",goal_attainment_method,0.856805553,30,16500,643.6309814,0.003695827,2
7860,2,"[['skateboard', 'dog', 'baseball_glove'], ['skis']]",OrderOpt,CNF,"['cost_norm', 'acc_loss_norm', 'memory_norm']",goal_attainment_method,0.775494164,23.00078057,447385,4000.556946,0.134760295,2
7861,2,"[['skateboard', 'dog', 'baseball_glove'], ['skis']]",ModelOpt,CNF,"['acc_loss_norm', 'cost_norm', 'memory_norm']",goal_attainment_method,0.856805553,30,16500,736.8927002,0.003729393,2
7862,2,"[['skateboard', 'dog', 'baseball_glove'], ['skis']]",OrderOpt,CNF,"['acc_loss_norm', 'cost_norm', 'memory_norm']",goal_attainment_method,0.825556515,23.0008673,18895,5145.492554,0.161412583,2
7863,2,"[['skateboard', 'dog', 'baseball_glove'], ['skis']]",ModelOpt,CNF,"['acc_loss_norm', 'memory_norm', 'cost_norm']",goal_attainment_method,0.856805553,30,16500,548.9501953,0.003729184,2
7864,2,"[['skateboard', 'dog', 'baseball_glove'], ['skis']]",OrderOpt,CNF,"['acc_loss_norm', 'memory_norm', 'cost_norm']",goal_attainment_method,0.825556515,23.00078057,27490,2870.788574,0.134071946,2
7974,2,"[['skateboard', 'dog', 'baseball_glove'], ['skis']]",ModelOpt,DNF,"['memory_norm', 'cost_norm', 'acc_loss_norm']",goal_attainment_method,0.876477503,30,16500,298.1510162,0.003185562,2
7975,2,"[['skateboard', 'dog', 'baseball_glove'], ['skis']]",OrderOpt,DNF,"['memory_norm', 'cost_norm', 'acc_loss_norm']",goal_attainment_method,0.876003989,23.00078404,27490,2604.423523,0.184860845,2
7976,2,"[['skateboard', 'dog', 'baseball_glove'], ['skis']]",ModelOpt,DNF,"['memory_norm', 'acc_loss_norm', 'cost_norm']",goal_attainment_method,0.876477503,30,16500,282.1216583,0.003185372,2
7977,2,"[['skateboard', 'dog', 'baseball_glove'], ['skis']]",OrderOpt,DNF,"['memory_norm', 'acc_loss_norm', 'cost_norm']",goal_attainment_method,0.876003989,23.0008673,18895,1976.46904,0.143081327,2
7978,2,"[['skateboard', 'dog', 'baseball_glove'], ['skis']]",ModelOpt,DNF,"['cost_norm', 'memory_norm', 'acc_loss_norm']",goal_attainment_method,0.876477503,30,16500,203.9985657,0.003184962,2
7979,2,"[['skateboard', 'dog', 'baseball_glove'], ['skis']]",OrderOpt,DNF,"['cost_norm', 'memory_norm', 'acc_loss_norm']",goal_attainment_method,0.876003989,23.00087867,267895,2055.027008,0.120826071,2
7980,2,"[['skateboard', 'dog', 'baseball_glove'], ['skis']]",ModelOpt,DNF,"['cost_norm', 'acc_loss_norm', 'memory_norm']",goal_attainment_method,0.876477503,30,16500,423.5858917,0.003184962,2
7981,2,"[['skateboard', 'dog', 'baseball_glove'], ['skis']]",OrderOpt,DNF,"['cost_norm', 'acc_loss_norm', 'memory_norm']",goal_attainment_method,0.876003989,23.00078404,27490,1537.641525,0.127533414,2
7982,2,"[['skateboard', 'dog', 'baseball_glove'], ['skis']]",ModelOpt,DNF,"['acc_loss_norm', 'cost_norm', 'memory_norm']",goal_attainment_method,0.876477503,30,16500,328.912735,0.003898646,2
7983,2,"[['skateboard', 'dog', 'baseball_glove'], ['skis']]",OrderOpt,DNF,"['acc_loss_norm', 'cost_norm', 'memory_norm']",goal_attainment_method,0.876003989,23.0008673,347875,1443.881989,0.133994487,2
7984,2,"[['skateboard', 'dog', 'baseball_glove'], ['skis']]",ModelOpt,DNF,"['acc_loss_norm', 'memory_norm', 'cost_norm']",goal_attainment_method,0.876477503,30,16500,172.7409363,0.003947349,2
7985,2,"[['skateboard', 'dog', 'baseball_glove'], ['skis']]",OrderOpt,DNF,"['acc_loss_norm', 'memory_norm', 'cost_norm']",goal_attainment_method,0.876003989,23.00078404,27490,2224.07341,0.167330213,2
8095,3,"[['couch', 'skis'], ['fork', 'apple']]",ModelOpt,CNF,"['memory_norm', 'cost_norm', 'acc_loss_norm']",goal_attainment_method,0.752646957,60,35790,1897.819519,0.01319589,2
8096,3,"[['couch', 'skis'], ['fork', 'apple']]",OrderOpt,CNF,"['memory_norm', 'cost_norm', 'acc_loss_norm']",goal_attainment_method,0.793006653,22.1646845,269515,4361.106873,0.21603991,2
8097,3,"[['couch', 'skis'], ['fork', 'apple']]",ModelOpt,CNF,"['memory_norm', 'acc_loss_norm', 'cost_norm']",goal_attainment_method,0.766377809,63,43695,1566.839218,0.015185534,2
8098,3,"[['couch', 'skis'], ['fork', 'apple']]",OrderOpt,CNF,"['memory_norm', 'acc_loss_norm', 'cost_norm']",goal_attainment_method,0.793006653,22.1646845,269515,5286.705017,0.220289818,2
8099,3,"[['couch', 'skis'], ['fork', 'apple']]",ModelOpt,CNF,"['cost_norm', 'memory_norm', 'acc_loss_norm']",goal_attainment_method,0.723544308,33,27195,1976.226807,0.009884946,2
8100,3,"[['couch', 'skis'], ['fork', 'apple']]",OrderOpt,CNF,"['cost_norm', 'memory_norm', 'acc_loss_norm']",goal_attainment_method,0.793006653,22.1646845,269515,3696.943283,0.212457241,2
8101,3,"[['couch', 'skis'], ['fork', 'apple']]",ModelOpt,CNF,"['cost_norm', 'acc_loss_norm', 'memory_norm']",goal_attainment_method,0.752646957,60,35790,2009.000778,0.015480746,2
8102,3,"[['couch', 'skis'], ['fork', 'apple']]",OrderOpt,CNF,"['cost_norm', 'acc_loss_norm', 'memory_norm']",goal_attainment_method,0.793006653,22.1646845,269515,4221.801758,0.222684789,2
8103,3,"[['couch', 'skis'], ['fork', 'apple']]",ModelOpt,CNF,"['acc_loss_norm', 'cost_norm', 'memory_norm']",goal_attainment_method,0.766377809,63,43695,2748.996735,0.014836224,2
8104,3,"[['couch', 'skis'], ['fork', 'apple']]",OrderOpt,CNF,"['acc_loss_norm', 'cost_norm', 'memory_norm']",goal_attainment_method,0.793006653,22.1646845,269515,5022.99881,0.293929527,2
8105,3,"[['couch', 'skis'], ['fork', 'apple']]",ModelOpt,CNF,"['acc_loss_norm', 'memory_norm', 'cost_norm']",goal_attainment_method,0.780060398,90,52290,3078.00293,0.026187183,2
8106,3,"[['couch', 'skis'], ['fork', 'apple']]",OrderOpt,CNF,"['acc_loss_norm', 'memory_norm', 'cost_norm']",goal_attainment_method,0.793006653,22.1646845,269515,5174.003601,0.288609632,2
8216,3,"[['couch', 'skis'], ['fork', 'apple']]",ModelOpt,DNF,"['memory_norm', 'cost_norm', 'acc_loss_norm']",goal_attainment_method,0.692802623,60,35790,1474.664688,0.015894113,2
8217,3,"[['couch', 'skis'], ['fork', 'apple']]",OrderOpt,DNF,"['memory_norm', 'cost_norm', 'acc_loss_norm']",goal_attainment_method,0.753396367,22.1768845,72510,2573.087692,0.157578922,2
8218,3,"[['couch', 'skis'], ['fork', 'apple']]",ModelOpt,DNF,"['memory_norm', 'acc_loss_norm', 'cost_norm']",goal_attainment_method,0.72326197,73,436395,1270.669937,0.008784769,2
8219,3,"[['couch', 'skis'], ['fork', 'apple']]",OrderOpt,DNF,"['memory_norm', 'acc_loss_norm', 'cost_norm']",goal_attainment_method,0.753396367,22.1768845,72510,2423.252106,0.15277111,2
8220,3,"[['couch', 'skis'], ['fork', 'apple']]",ModelOpt,DNF,"['cost_norm', 'memory_norm', 'acc_loss_norm']",goal_attainment_method,0.692802623,60,35790,1474.714279,0.009166784,2
8221,3,"[['couch', 'skis'], ['fork', 'apple']]",OrderOpt,DNF,"['cost_norm', 'memory_norm', 'acc_loss_norm']",goal_attainment_method,0.753396367,22.1768845,72510,3577.522278,0.228631876,2
8222,3,"[['couch', 'skis'], ['fork', 'apple']]",ModelOpt,DNF,"['cost_norm', 'acc_loss_norm', 'memory_norm']",goal_attainment_method,0.692802623,60,35790,1035.554886,0.011950445,2
8223,3,"[['couch', 'skis'], ['fork', 'apple']]",OrderOpt,DNF,"['cost_norm', 'acc_loss_norm', 'memory_norm']",goal_attainment_method,0.753396363,22.17688438,72510,2996.706009,0.162177973,2
8224,3,"[['couch', 'skis'], ['fork', 'apple']]",ModelOpt,DNF,"['acc_loss_norm', 'cost_norm', 'memory_norm']",goal_attainment_method,0.72326197,73,436395,2102.306366,0.013024492,2
8225,3,"[['couch', 'skis'], ['fork', 'apple']]",OrderOpt,DNF,"['acc_loss_norm', 'cost_norm', 'memory_norm']",goal_attainment_method,0.753396367,22.17689577,72510,4062.515259,0.279972329,2
8226,3,"[['couch', 'skis'], ['fork', 'apple']]",ModelOpt,DNF,"['acc_loss_norm', 'memory_norm', 'cost_norm']",goal_attainment_method,0.72326197,73,436395,1097.93663,0.008366462,2
8227,3,"[['couch', 'skis'], ['fork', 'apple']]",OrderOpt,DNF,"['acc_loss_norm', 'memory_norm', 'cost_norm']",goal_attainment_method,0.753396367,22.1768845,72510,2274.593353,0.16879849,2
8337,4,"[['spoon', 'toilet'], ['skateboard', 'backpack']]",ModelOpt,CNF,"['memory_norm', 'cost_norm', 'acc_loss_norm']",goal_attainment_method,0.902352292,53,18895,1192.127228,0.007337254,2
8338,4,"[['spoon', 'toilet'], ['skateboard', 'backpack']]",OrderOpt,CNF,"['memory_norm', 'cost_norm', 'acc_loss_norm']",goal_attainment_method,0.886589428,22.2343907,20515,2582.2258,0.190190689,2
8339,4,"[['spoon', 'toilet'], ['skateboard', 'backpack']]",ModelOpt,CNF,"['memory_norm', 'acc_loss_norm', 'cost_norm']",goal_attainment_method,0.902352292,53,18895,282.0129395,0.005004526,2
8340,4,"[['spoon', 'toilet'], ['skateboard', 'backpack']]",OrderOpt,CNF,"['memory_norm', 'acc_loss_norm', 'cost_norm']",goal_attainment_method,0.886589428,22.2343907,20515,2745.355606,0.164133345,2
8341,4,"[['spoon', 'toilet'], ['skateboard', 'backpack']]",ModelOpt,CNF,"['cost_norm', 'memory_norm', 'acc_loss_norm']",goal_attainment_method,0.902352292,53,18895,988.1420135,0.006642036,2
8342,4,"[['spoon', 'toilet'], ['skateboard', 'backpack']]",OrderOpt,CNF,"['cost_norm', 'memory_norm', 'acc_loss_norm']",goal_attainment_method,0.886589428,22.2343907,20515,2494.598389,0.177590129,2
8343,4,"[['spoon', 'toilet'], ['skateboard', 'backpack']]",ModelOpt,CNF,"['cost_norm', 'acc_loss_norm', 'memory_norm']",goal_attainment_method,0.902352292,53,18895,1035.522461,0.009247502,2
8344,4,"[['spoon', 'toilet'], ['skateboard', 'backpack']]",OrderOpt,CNF,"['cost_norm', 'acc_loss_norm', 'memory_norm']",goal_attainment_method,0.886589428,22.2343907,20515,2666.736603,0.169581401,2
8345,4,"[['spoon', 'toilet'], ['skateboard', 'backpack']]",ModelOpt,CNF,"['acc_loss_norm', 'cost_norm', 'memory_norm']",goal_attainment_method,0.902352292,53,18895,280.5099487,0.005050619,2
8346,4,"[['spoon', 'toilet'], ['skateboard', 'backpack']]",OrderOpt,CNF,"['acc_loss_norm', 'cost_norm', 'memory_norm']",goal_attainment_method,0.911242643,22.2343907,200695,3278.665543,0.181761691,2
8347,4,"[['spoon', 'toilet'], ['skateboard', 'backpack']]",ModelOpt,CNF,"['acc_loss_norm', 'memory_norm', 'cost_norm']",goal_attainment_method,0.902352292,53,18895,407.4478149,0.005002197,2
8348,4,"[['spoon', 'toilet'], ['skateboard', 'backpack']]",OrderOpt,CNF,"['acc_loss_norm', 'memory_norm', 'cost_norm']",goal_attainment_method,0.886589428,22.2343907,20515,2933.893204,0.200944046,2
8458,4,"[['spoon', 'toilet'], ['skateboard', 'backpack']]",ModelOpt,DNF,"['memory_norm', 'cost_norm', 'acc_loss_norm']",goal_attainment_method,0.688826135,53,18895,470.8995819,0.004341786,2
8459,4,"[['spoon', 'toilet'], ['skateboard', 'backpack']]",OrderOpt,DNF,"['memory_norm', 'cost_norm', 'acc_loss_norm']",goal_attainment_method,0.670968813,23.1137327,201470,6479.047775,0.231715897,2
8460,4,"[['spoon', 'toilet'], ['skateboard', 'backpack']]",ModelOpt,DNF,"['memory_norm', 'acc_loss_norm', 'cost_norm']",goal_attainment_method,0.688826135,53,18895,768.5489655,0.004324154,2
8461,4,"[['spoon', 'toilet'], ['skateboard', 'backpack']]",OrderOpt,DNF,"['memory_norm', 'acc_loss_norm', 'cost_norm']",goal_attainment_method,0.676484185,23.1333327,207670,6165.460587,0.196988075,2
8462,4,"[['spoon', 'toilet'], ['skateboard', 'backpack']]",ModelOpt,DNF,"['cost_norm', 'memory_norm', 'acc_loss_norm']",goal_attainment_method,0.688826135,53,18895,611.9232178,0.004304311,2
8463,4,"[['spoon', 'toilet'], ['skateboard', 'backpack']]",OrderOpt,DNF,"['cost_norm', 'memory_norm', 'acc_loss_norm']",goal_attainment_method,0.665318674,23.11371427,21290,9039.039612,0.274981317,2
8464,4,"[['spoon', 'toilet'], ['skateboard', 'backpack']]",ModelOpt,DNF,"['cost_norm', 'acc_loss_norm', 'memory_norm']",goal_attainment_method,0.688826135,53,18895,470.500946,0.004322655,2
8465,4,"[['spoon', 'toilet'], ['skateboard', 'backpack']]",OrderOpt,DNF,"['cost_norm', 'acc_loss_norm', 'memory_norm']",goal_attainment_method,0.670968813,23.11373265,201470,7703.065872,0.260127369,2
8466,4,"[['spoon', 'toilet'], ['skateboard', 'backpack']]",ModelOpt,DNF,"['acc_loss_norm', 'cost_norm', 'memory_norm']",goal_attainment_method,0.688826135,53,18895,517.7669525,0.004392926,2
8467,4,"[['spoon', 'toilet'], ['skateboard', 'backpack']]",OrderOpt,DNF,"['acc_loss_norm', 'cost_norm', 'memory_norm']",goal_attainment_method,0.67593613,23.13331427,218365,5847.377777,0.239625675,2
8468,4,"[['spoon', 'toilet'], ['skateboard', 'backpack']]",ModelOpt,DNF,"['acc_loss_norm', 'memory_norm', 'cost_norm']",goal_attainment_method,0.688826135,53,18895,564.655304,0.004384738,2
8469,4,"[['spoon', 'toilet'], ['skateboard', 'backpack']]",OrderOpt,DNF,"['acc_loss_norm', 'memory_norm', 'cost_norm']",goal_attainment_method,0.676484185,23.13333265,207670,3953.172684,0.181155804,2
8579,0,"[['zebra', 'handbag'], ['parking_meter'], ['skis']]",ModelOpt,CNF,"['memory_norm', 'cost_norm', 'acc_loss_norm']",goal_attainment_method,0.007059774,68,63070,1254.673004,0.006189595,2
8580,0,"[['zebra', 'handbag'], ['parking_meter'], ['skis']]",OrderOpt,CNF,"['memory_norm', 'cost_norm', 'acc_loss_norm']",goal_attainment_method,0.007657726,22.1971,43215,1646.95549,0.138733361,2
8581,0,"[['zebra', 'handbag'], ['parking_meter'], ['skis']]",ModelOpt,CNF,"['memory_norm', 'acc_loss_norm', 'cost_norm']",goal_attainment_method,0.007525175,75,20515,752.9888153,0.004768614,2
8582,0,"[['zebra', 'handbag'], ['parking_meter'], ['skis']]",OrderOpt,CNF,"['memory_norm', 'acc_loss_norm', 'cost_norm']",goal_attainment_method,0.007686113,22.1971,43215,2400.346756,0.128767616,2
8583,0,"[['zebra', 'handbag'], ['parking_meter'], ['skis']]",ModelOpt,CNF,"['cost_norm', 'memory_norm', 'acc_loss_norm']",goal_attainment_method,0.006461254,55,28815,1176.546097,0.004806953,2
8584,0,"[['zebra', 'handbag'], ['parking_meter'], ['skis']]",OrderOpt,CNF,"['cost_norm', 'memory_norm', 'acc_loss_norm']",goal_attainment_method,0.007687048,22.1971,53910,2431.606293,0.1340884,2
8585,0,"[['zebra', 'handbag'], ['parking_meter'], ['skis']]",ModelOpt,CNF,"['cost_norm', 'acc_loss_norm', 'memory_norm']",goal_attainment_method,0.007059774,68,63070,1051.044464,0.006126333,2
8586,0,"[['zebra', 'handbag'], ['parking_meter'], ['skis']]",OrderOpt,CNF,"['cost_norm', 'acc_loss_norm', 'memory_norm']",goal_attainment_method,0.007687048,22.19710006,53910,1976.795197,0.129087716,2
8587,0,"[['zebra', 'handbag'], ['parking_meter'], ['skis']]",ModelOpt,CNF,"['acc_loss_norm', 'cost_norm', 'memory_norm']",goal_attainment_method,0.007525175,75,20515,988.653183,0.005331154,2
8588,0,"[['zebra', 'handbag'], ['parking_meter'], ['skis']]",OrderOpt,CNF,"['acc_loss_norm', 'cost_norm', 'memory_norm']",goal_attainment_method,0.007657726,22.1971,43215,2714.214325,0.155581575,2
8589,0,"[['zebra', 'handbag'], ['parking_meter'], ['skis']]",ModelOpt,CNF,"['acc_loss_norm', 'memory_norm', 'cost_norm']",goal_attainment_method,0.007525175,75,20515,1030.910492,0.005166091,2
8590,0,"[['zebra', 'handbag'], ['parking_meter'], ['skis']]",OrderOpt,CNF,"['acc_loss_norm', 'memory_norm', 'cost_norm']",goal_attainment_method,0.007686113,22.19710056,43215,3027.442932,0.152431952,2
8700,0,"[['zebra', 'handbag'], ['parking_meter'], ['skis']]",ModelOpt,DNF,"['memory_norm', 'cost_norm', 'acc_loss_norm']",goal_attainment_method,0.880751926,68,63070,632.5740814,0.0080349,2
8701,0,"[['zebra', 'handbag'], ['parking_meter'], ['skis']]",OrderOpt,DNF,"['memory_norm', 'cost_norm', 'acc_loss_norm']",goal_attainment_method,0.931771617,22.00070482,267120,4110.404968,0.329423898,2
8702,0,"[['zebra', 'handbag'], ['parking_meter'], ['skis']]",ModelOpt,DNF,"['memory_norm', 'acc_loss_norm', 'cost_norm']",goal_attainment_method,0.880751926,68,63070,596.3058472,0.007733159,2
8703,0,"[['zebra', 'handbag'], ['parking_meter'], ['skis']]",OrderOpt,DNF,"['memory_norm', 'acc_loss_norm', 'cost_norm']",goal_attainment_method,0.916921692,22.00068802,87475,4788.354874,0.480398068,2
8704,0,"[['zebra', 'handbag'], ['parking_meter'], ['skis']]",ModelOpt,DNF,"['cost_norm', 'memory_norm', 'acc_loss_norm']",goal_attainment_method,0.847524576,55,28815,757.5283051,0.0058546,2
8705,0,"[['zebra', 'handbag'], ['parking_meter'], ['skis']]",OrderOpt,DNF,"['cost_norm', 'memory_norm', 'acc_loss_norm']",goal_attainment_method,0.92430272,22.00068802,81120,4800.443649,0.541376191,2
8706,0,"[['zebra', 'handbag'], ['parking_meter'], ['skis']]",ModelOpt,DNF,"['cost_norm', 'acc_loss_norm', 'memory_norm']",goal_attainment_method,0.880751926,68,63070,1411.722183,0.007264773,2
8707,0,"[['zebra', 'handbag'], ['parking_meter'], ['skis']]",OrderOpt,DNF,"['cost_norm', 'acc_loss_norm', 'memory_norm']",goal_attainment_method,0.932562441,22.00068802,198300,2948.917389,0.255848906,2
8708,0,"[['zebra', 'handbag'], ['parking_meter'], ['skis']]",ModelOpt,DNF,"['acc_loss_norm', 'cost_norm', 'memory_norm']",goal_attainment_method,0.921912261,75,20515,690.0062561,0.009845277,2
8709,0,"[['zebra', 'handbag'], ['parking_meter'], ['skis']]",OrderOpt,DNF,"['acc_loss_norm', 'cost_norm', 'memory_norm']",goal_attainment_method,0.916921692,22.00068802,87475,4079.059601,0.330262051,2
8710,0,"[['zebra', 'handbag'], ['parking_meter'], ['skis']]",ModelOpt,DNF,"['acc_loss_norm', 'memory_norm', 'cost_norm']",goal_attainment_method,0.921912261,75,20515,1079.874039,0.010957292,2
8711,0,"[['zebra', 'handbag'], ['parking_meter'], ['skis']]",OrderOpt,DNF,"['acc_loss_norm', 'memory_norm', 'cost_norm']",goal_attainment_method,0.916921692,22.00068805,87475,2925.531387,0.279768725,2
8821,1,"[['sheep'], ['fork'], ['couch', 'horse']]",ModelOpt,CNF,"['memory_norm', 'cost_norm', 'acc_loss_norm']",goal_attainment_method,0.496530524,80,128790,1097.959518,0.010210171,2
8822,1,"[['sheep'], ['fork'], ['couch', 'horse']]",OrderOpt,CNF,"['memory_norm', 'cost_norm', 'acc_loss_norm']",goal_attainment_method,0.54921156,22.19173036,322215,2290.615082,0.17676115,2
8823,1,"[['sheep'], ['fork'], ['couch', 'horse']]",ModelOpt,CNF,"['memory_norm', 'acc_loss_norm', 'cost_norm']",goal_attainment_method,0.514847785,94,70890,1003.77655,0.010537981,2
8824,1,"[['sheep'], ['fork'], ['couch', 'horse']]",OrderOpt,CNF,"['memory_norm', 'acc_loss_norm', 'cost_norm']",goal_attainment_method,0.54921156,22.19173036,322215,2368.246078,0.203824163,2
8825,1,"[['sheep'], ['fork'], ['couch', 'horse']]",ModelOpt,CNF,"['cost_norm', 'memory_norm', 'acc_loss_norm']",goal_attainment_method,0.484857153,75,97015,988.69133,0.008188364,2
8826,1,"[['sheep'], ['fork'], ['couch', 'horse']]",OrderOpt,CNF,"['cost_norm', 'memory_norm', 'acc_loss_norm']",goal_attainment_method,0.552879542,22.213,312915,2243.185043,0.153621592,2
8827,1,"[['sheep'], ['fork'], ['couch', 'horse']]",ModelOpt,CNF,"['cost_norm', 'acc_loss_norm', 'memory_norm']",goal_attainment_method,0.496530524,80,128790,1145.73288,0.008802359,2
8828,1,"[['sheep'], ['fork'], ['couch', 'horse']]",OrderOpt,CNF,"['cost_norm', 'acc_loss_norm', 'memory_norm']",goal_attainment_method,0.54921156,22.1917,322215,2087.219238,0.171595562,2
8829,1,"[['sheep'], ['fork'], ['couch', 'horse']]",ModelOpt,CNF,"['acc_loss_norm', 'cost_norm', 'memory_norm']",goal_attainment_method,0.518799468,104,117390,1475.131989,0.012466452,2
8830,1,"[['sheep'], ['fork'], ['couch', 'horse']]",OrderOpt,CNF,"['acc_loss_norm', 'cost_norm', 'memory_norm']",goal_attainment_method,0.552879542,22.213,312915,2851.139069,0.186635022,2
8831,1,"[['sheep'], ['fork'], ['couch', 'horse']]",ModelOpt,CNF,"['acc_loss_norm', 'memory_norm', 'cost_norm']",goal_attainment_method,0.565136778,117,274095,2579.734802,0.022383063,2
8832,1,"[['sheep'], ['fork'], ['couch', 'horse']]",OrderOpt,CNF,"['acc_loss_norm', 'memory_norm', 'cost_norm']",goal_attainment_method,0.54921156,22.1917,322215,2023.651123,0.169715304,2
8942,1,"[['sheep'], ['fork'], ['couch', 'horse']]",ModelOpt,DNF,"['memory_norm', 'cost_norm', 'acc_loss_norm']",goal_attainment_method,0.971543063,61,53615,627.1095276,0.011127063,2
8943,1,"[['sheep'], ['fork'], ['couch', 'horse']]",OrderOpt,DNF,"['memory_norm', 'cost_norm', 'acc_loss_norm']",goal_attainment_method,0.980174242,22.16487612,269515,3419.313431,0.337019145,2
8944,1,"[['sheep'], ['fork'], ['couch', 'horse']]",ModelOpt,DNF,"['memory_norm', 'acc_loss_norm', 'cost_norm']",goal_attainment_method,0.971543063,61,53615,670.3414917,0.009889569,2
8945,1,"[['sheep'], ['fork'], ['couch', 'horse']]",OrderOpt,DNF,"['memory_norm', 'acc_loss_norm', 'cost_norm']",goal_attainment_method,0.969771166,22.16487612,308110,3168.571472,0.357175752,2
8946,1,"[['sheep'], ['fork'], ['couch', 'horse']]",ModelOpt,DNF,"['cost_norm', 'memory_norm', 'acc_loss_norm']",goal_attainment_method,0.971543063,61,53615,816.1773682,0.007890876,2
8947,1,"[['sheep'], ['fork'], ['couch', 'horse']]",OrderOpt,DNF,"['cost_norm', 'memory_norm', 'acc_loss_norm']",goal_attainment_method,0.980174242,22.16487612,269515,3796.480179,0.317512155,2
8948,1,"[['sheep'], ['fork'], ['couch', 'horse']]",ModelOpt,DNF,"['cost_norm', 'acc_loss_norm', 'memory_norm']",goal_attainment_method,0.971543063,61,53615,706.1157227,0.00839871,2
8949,1,"[['sheep'], ['fork'], ['couch', 'horse']]",OrderOpt,DNF,"['cost_norm', 'acc_loss_norm', 'memory_norm']",goal_attainment_method,0.97450974,22.16487612,71735,3734.012604,0.333851479,2
8950,1,"[['sheep'], ['fork'], ['couch', 'horse']]",ModelOpt,DNF,"['acc_loss_norm', 'cost_norm', 'memory_norm']",goal_attainment_method,0.971543063,61,53615,973.0453491,0.013551716,2
8951,1,"[['sheep'], ['fork'], ['couch', 'horse']]",OrderOpt,DNF,"['acc_loss_norm', 'cost_norm', 'memory_norm']",goal_attainment_method,0.980174242,22.16487612,269515,3247.51091,0.310020506,2
8952,1,"[['sheep'], ['fork'], ['couch', 'horse']]",ModelOpt,DNF,"['acc_loss_norm', 'memory_norm', 'cost_norm']",goal_attainment_method,0.971543063,61,53615,424.0226746,0.011164575,2
8953,1,"[['sheep'], ['fork'], ['couch', 'horse']]",OrderOpt,DNF,"['acc_loss_norm', 'memory_norm', 'cost_norm']",goal_attainment_method,0.980174242,22.16487612,269515,2447.778702,0.337347121,2
9063,2,"[['skateboard', 'dog', 'baseball_glove'], ['skis']]",ModelOpt,CNF,"['memory_norm', 'cost_norm', 'acc_loss_norm']",goal_attainment_method,0.856805553,30,16500,375.8049011,0.003696687,2
