,Query_num,query,model_type,NF,preference_type,MOO_method,opt_acc,opt_cost,opt_mem,comp_time,work,output_flag
97,0,"[['zebra', 'handbag'], ['parking_meter'], ['skis']]",ModelOpt,CNF,"['memory_norm', 'cost_norm', 'acc_loss_norm']",archimedean_goal_method,0.007525175,75,20515,611.9289398,0.00534167,2
98,0,"[['zebra', 'handbag'], ['parking_meter'], ['skis']]",OrderOpt,CNF,"['memory_norm', 'cost_norm', 'acc_loss_norm']",archimedean_goal_method,0.007657726,22.219,283620,2525.363922,0.278165687,2
99,0,"[['zebra', 'handbag'], ['parking_meter'], ['skis']]",ModelOpt,CNF,"['memory_norm', 'acc_loss_norm', 'cost_norm']",archimedean_goal_method,0.007525175,75,20515,595.82901,0.005446369,2
100,0,"[['zebra', 'handbag'], ['parking_meter'], ['skis']]",OrderOpt,CNF,"['memory_norm', 'acc_loss_norm', 'cost_norm']",archimedean_goal_method,0.007657726,22.219,283620,3152.946472,0.341636732,2
101,0,"[['zebra', 'handbag'], ['parking_meter'], ['skis']]",ModelOpt,CNF,"['cost_norm', 'memory_norm', 'acc_loss_norm']",archimedean_goal_method,0.007623474,122,239220,1301.919937,0.012506831,2
102,0,"[['zebra', 'handbag'], ['parking_meter'], ['skis']]",OrderOpt,CNF,"['cost_norm', 'memory_norm', 'acc_loss_norm']",archimedean_goal_method,0.007657726,22.219,283620,2384.407043,0.286113973,2
103,0,"[['zebra', 'handbag'], ['parking_meter'], ['skis']]",ModelOpt,CNF,"['cost_norm', 'acc_loss_norm', 'memory_norm']",archimedean_goal_method,0.007796342,112,267120,721.6510773,0.015856653,2
104,0,"[['zebra', 'handbag'], ['parking_meter'], ['skis']]",OrderOpt,CNF,"['cost_norm', 'acc_loss_norm', 'memory_norm']",archimedean_goal_method,0.007657726,22.21901908,283620,2777.12822,0.339246184,2
105,0,"[['zebra', 'handbag'], ['parking_meter'], ['skis']]",ModelOpt,CNF,"['acc_loss_norm', 'cost_norm', 'memory_norm']",archimedean_goal_method,0.007088688,89,229075,1019.931793,0.011259944,2
106,0,"[['zebra', 'handbag'], ['parking_meter'], ['skis']]",OrderOpt,CNF,"['acc_loss_norm', 'cost_norm', 'memory_norm']",archimedean_goal_method,0.007525175,22.16797048,269515,2133.630753,0.343702074,2
107,0,"[['zebra', 'handbag'], ['parking_meter'], ['skis']]",ModelOpt,CNF,"['acc_loss_norm', 'memory_norm', 'cost_norm']",archimedean_goal_method,0.006461254,55,28815,474.9965668,0.008374874,2
108,0,"[['zebra', 'handbag'], ['parking_meter'], ['skis']]",OrderOpt,CNF,"['acc_loss_norm', 'memory_norm', 'cost_norm']",archimedean_goal_method,0.007657726,22.219,283620,1960.702896,0.240140791,2
218,0,"[['zebra', 'handbag'], ['parking_meter'], ['skis']]",ModelOpt,DNF,"['memory_norm', 'cost_norm', 'acc_loss_norm']",archimedean_goal_method,0.880751926,68,63070,1349.342346,0.014214336,2
219,0,"[['zebra', 'handbag'], ['parking_meter'], ['skis']]",OrderOpt,DNF,"['memory_norm', 'cost_norm', 'acc_loss_norm']",archimedean_goal_method,0.897816808,22.05635766,268895,5270.786285,0.391567724,2
220,0,"[['zebra', 'handbag'], ['parking_meter'], ['skis']]",ModelOpt,DNF,"['memory_norm', 'acc_loss_norm', 'cost_norm']",archimedean_goal_method,0.880751926,68,63070,1376.968384,0.009401442,2
221,0,"[['zebra', 'handbag'], ['parking_meter'], ['skis']]",OrderOpt,DNF,"['memory_norm', 'acc_loss_norm', 'cost_norm']",archimedean_goal_method,0.897816808,22.05635766,268895,3435.894012,0.27851552,2
222,0,"[['zebra', 'handbag'], ['parking_meter'], ['skis']]",ModelOpt,DNF,"['cost_norm', 'memory_norm', 'acc_loss_norm']",archimedean_goal_method,0.898995102,127,299825,2510.232925,0.046534433,2
223,0,"[['zebra', 'handbag'], ['parking_meter'], ['skis']]",OrderOpt,DNF,"['cost_norm', 'memory_norm', 'acc_loss_norm']",archimedean_goal_method,0.897816808,22.05635348,268895,5647.96257,0.269008029,2
224,0,"[['zebra', 'handbag'], ['parking_meter'], ['skis']]",ModelOpt,DNF,"['cost_norm', 'acc_loss_norm', 'memory_norm']",archimedean_goal_method,0.883962298,94,288750,2923.156738,0.028600468,2
225,0,"[['zebra', 'handbag'], ['parking_meter'], ['skis']]",OrderOpt,DNF,"['cost_norm', 'acc_loss_norm', 'memory_norm']",archimedean_goal_method,0.897816808,22.05635766,268895,3717.967987,0.316456275,2
226,0,"[['zebra', 'handbag'], ['parking_meter'], ['skis']]",ModelOpt,DNF,"['acc_loss_norm', 'cost_norm', 'memory_norm']",archimedean_goal_method,0.882357112,89,229075,1427.88887,0.013685381,2
227,0,"[['zebra', 'handbag'], ['parking_meter'], ['skis']]",OrderOpt,DNF,"['acc_loss_norm', 'cost_norm', 'memory_norm']",archimedean_goal_method,0.897816808,22.05635766,268895,3561.288834,0.304063262,2
228,0,"[['zebra', 'handbag'], ['parking_meter'], ['skis']]",ModelOpt,DNF,"['acc_loss_norm', 'memory_norm', 'cost_norm']",archimedean_goal_method,0.847524576,55,28815,1391.645432,0.006947566,2
229,0,"[['zebra', 'handbag'], ['parking_meter'], ['skis']]",OrderOpt,DNF,"['acc_loss_norm', 'memory_norm', 'cost_norm']",archimedean_goal_method,0.897816808,22.05635766,268895,4972.648621,0.312088896,2
339,1,"[['sheep'], ['fork'], ['couch', 'horse']]",ModelOpt,CNF,"['memory_norm', 'cost_norm', 'acc_loss_norm']",archimedean_goal_method,0.540350077,117,274095,1230.91507,0.012125081,2
340,1,"[['sheep'], ['fork'], ['couch', 'horse']]",OrderOpt,CNF,"['memory_norm', 'cost_norm', 'acc_loss_norm']",archimedean_goal_method,0.548552262,22.2485,349495,3182.094574,0.351856736,2
341,1,"[['sheep'], ['fork'], ['couch', 'horse']]",ModelOpt,CNF,"['memory_norm', 'acc_loss_norm', 'cost_norm']",archimedean_goal_method,0.496530524,80,128790,940.8931732,0.010417398,2
342,1,"[['sheep'], ['fork'], ['couch', 'horse']]",OrderOpt,CNF,"['memory_norm', 'acc_loss_norm', 'cost_norm']",archimedean_goal_method,0.548552262,22.24853036,349495,2808.414459,0.287372523,2
343,1,"[['sheep'], ['fork'], ['couch', 'horse']]",ModelOpt,CNF,"['cost_norm', 'memory_norm', 'acc_loss_norm']",archimedean_goal_method,0.545307418,130,340590,1934.19075,0.015996271,2
344,1,"[['sheep'], ['fork'], ['couch', 'horse']]",OrderOpt,CNF,"['cost_norm', 'memory_norm', 'acc_loss_norm']",archimedean_goal_method,0.548552262,22.24853036,349495,3142.629623,0.370246732,2
345,1,"[['sheep'], ['fork'], ['couch', 'horse']]",ModelOpt,CNF,"['cost_norm', 'acc_loss_norm', 'memory_norm']",archimedean_goal_method,0.548252454,140,377790,1207.75795,0.015779252,2
346,1,"[['sheep'], ['fork'], ['couch', 'horse']]",OrderOpt,CNF,"['cost_norm', 'acc_loss_norm', 'memory_norm']",archimedean_goal_method,0.548552262,22.24853036,349495,2823.514938,0.337150525,2
347,1,"[['sheep'], ['fork'], ['couch', 'horse']]",ModelOpt,CNF,"['acc_loss_norm', 'cost_norm', 'memory_norm']",archimedean_goal_method,0.506438438,106,418950,1505.910873,0.019630845,2
348,1,"[['sheep'], ['fork'], ['couch', 'horse']]",OrderOpt,CNF,"['acc_loss_norm', 'cost_norm', 'memory_norm']",archimedean_goal_method,0.548552262,22.24853036,349495,2620.067596,0.320090936,2
349,1,"[['sheep'], ['fork'], ['couch', 'horse']]",ModelOpt,CNF,"['acc_loss_norm', 'memory_norm', 'cost_norm']",archimedean_goal_method,0.484857153,75,97015,1406.675339,0.007351504,2
350,1,"[['sheep'], ['fork'], ['couch', 'horse']]",OrderOpt,CNF,"['acc_loss_norm', 'memory_norm', 'cost_norm']",archimedean_goal_method,0.548552262,22.24853036,349495,2243.251801,0.224753377,2
460,1,"[['sheep'], ['fork'], ['couch', 'horse']]",ModelOpt,DNF,"['memory_norm', 'cost_norm', 'acc_loss_norm']",archimedean_goal_method,0.966207639,65,59815,1804.233551,0.035841555,2
461,1,"[['sheep'], ['fork'], ['couch', 'horse']]",OrderOpt,DNF,"['memory_norm', 'cost_norm', 'acc_loss_norm']",archimedean_goal_method,0.968110215,22.21592584,381735,7703.105927,1.062343324,2
462,1,"[['sheep'], ['fork'], ['couch', 'horse']]",ModelOpt,DNF,"['memory_norm', 'acc_loss_norm', 'cost_norm']",archimedean_goal_method,0.971543063,61,53615,792.7951813,0.017069232,2
463,1,"[['sheep'], ['fork'], ['couch', 'horse']]",OrderOpt,DNF,"['memory_norm', 'acc_loss_norm', 'cost_norm']",archimedean_goal_method,0.968110215,22.21592584,381735,7623.918533,1.084430795,2
464,1,"[['sheep'], ['fork'], ['couch', 'horse']]",ModelOpt,DNF,"['cost_norm', 'memory_norm', 'acc_loss_norm']",archimedean_goal_method,0.967357465,105,413835,2784.181595,0.091152314,2
465,1,"[['sheep'], ['fork'], ['couch', 'horse']]",OrderOpt,DNF,"['cost_norm', 'memory_norm', 'acc_loss_norm']",archimedean_goal_method,0.968110215,22.21592584,381735,6902.677536,1.04507715,2
466,1,"[['sheep'], ['fork'], ['couch', 'horse']]",ModelOpt,DNF,"['cost_norm', 'acc_loss_norm', 'memory_norm']",archimedean_goal_method,0.96963001,104,380200,2102.807999,0.05591311,2
467,1,"[['sheep'], ['fork'], ['couch', 'horse']]",OrderOpt,DNF,"['cost_norm', 'acc_loss_norm', 'memory_norm']",archimedean_goal_method,0.968110215,22.21592569,381735,8033.277512,0.9076823,2
468,1,"[['sheep'], ['fork'], ['couch', 'horse']]",ModelOpt,DNF,"['acc_loss_norm', 'cost_norm', 'memory_norm']",archimedean_goal_method,0.96963001,104,380200,2337.539673,0.036335603,2
469,1,"[['sheep'], ['fork'], ['couch', 'horse']]",OrderOpt,DNF,"['acc_loss_norm', 'cost_norm', 'memory_norm']",archimedean_goal_method,0.968110215,22.21592584,381735,7419.975281,1.030220913,2
470,1,"[['sheep'], ['fork'], ['couch', 'horse']]",ModelOpt,DNF,"['acc_loss_norm', 'memory_norm', 'cost_norm']",archimedean_goal_method,0.971543063,61,53615,860.2256775,0.020147799,2
471,1,"[['sheep'], ['fork'], ['couch', 'horse']]",OrderOpt,DNF,"['acc_loss_norm', 'memory_norm', 'cost_norm']",archimedean_goal_method,0.968110215,22.21592584,381735,7718.46962,0.950929911,2
581,2,"[['skateboard', 'dog', 'baseball_glove'], ['skis']]",ModelOpt,CNF,"['memory_norm', 'cost_norm', 'acc_loss_norm']",archimedean_goal_method,0.798578904,55,21375,2303.150177,0.017306907,2
582,2,"[['skateboard', 'dog', 'baseball_glove'], ['skis']]",OrderOpt,CNF,"['memory_norm', 'cost_norm', 'acc_loss_norm']",archimedean_goal_method,0.781149988,23.17701542,330895,4457.353592,0.227366397,2
583,2,"[['skateboard', 'dog', 'baseball_glove'], ['skis']]",ModelOpt,CNF,"['memory_norm', 'acc_loss_norm', 'cost_norm']",archimedean_goal_method,0.798578904,55,21375,1366.521835,0.008885764,2
584,2,"[['skateboard', 'dog', 'baseball_glove'], ['skis']]",OrderOpt,CNF,"['memory_norm', 'acc_loss_norm', 'cost_norm']",archimedean_goal_method,0.781149988,23.17701542,330895,4900.709152,0.222001893,2
585,2,"[['skateboard', 'dog', 'baseball_glove'], ['skis']]",ModelOpt,CNF,"['cost_norm', 'memory_norm', 'acc_loss_norm']",archimedean_goal_method,0.773329233,121,350355,5384.187698,0.059320856,2
586,2,"[['skateboard', 'dog', 'baseball_glove'], ['skis']]",OrderOpt,CNF,"['cost_norm', 'memory_norm', 'acc_loss_norm']",archimedean_goal_method,0.781149988,23.17701542,330895,4032.985687,0.221700187,2
587,2,"[['skateboard', 'dog', 'baseball_glove'], ['skis']]",ModelOpt,CNF,"['cost_norm', 'acc_loss_norm', 'memory_norm']",archimedean_goal_method,0.773329233,121,350355,5067.481995,0.044076485,2
588,2,"[['skateboard', 'dog', 'baseball_glove'], ['skis']]",OrderOpt,CNF,"['cost_norm', 'acc_loss_norm', 'memory_norm']",archimedean_goal_method,0.781149988,23.17701028,330895,3734.06601,0.176963034,2
589,2,"[['skateboard', 'dog', 'baseball_glove'], ['skis']]",ModelOpt,CNF,"['acc_loss_norm', 'cost_norm', 'memory_norm']",archimedean_goal_method,0.757792555,89,253255,3937.616348,0.03393413,2
590,2,"[['skateboard', 'dog', 'baseball_glove'], ['skis']]",OrderOpt,CNF,"['acc_loss_norm', 'cost_norm', 'memory_norm']",archimedean_goal_method,0.781149988,23.17701542,330895,4659.021378,0.211147639,2
591,2,"[['skateboard', 'dog', 'baseball_glove'], ['skis']]",ModelOpt,CNF,"['acc_loss_norm', 'memory_norm', 'cost_norm']",archimedean_goal_method,0.856805553,30,16500,643.2170868,0.005345846,2
592,2,"[['skateboard', 'dog', 'baseball_glove'], ['skis']]",OrderOpt,CNF,"['acc_loss_norm', 'memory_norm', 'cost_norm']",archimedean_goal_method,0.781149988,23.17701028,330895,4408.067703,0.234657576,2
702,2,"[['skateboard', 'dog', 'baseball_glove'], ['skis']]",ModelOpt,DNF,"['memory_norm', 'cost_norm', 'acc_loss_norm']",archimedean_goal_method,0.823882852,103,452895,2117.908478,0.007852833,2
703,2,"[['skateboard', 'dog', 'baseball_glove'], ['skis']]",OrderOpt,DNF,"['memory_norm', 'cost_norm', 'acc_loss_norm']",archimedean_goal_method,0.82316339,23.14828901,452260,4862.812042,0.21565997,2
704,2,"[['skateboard', 'dog', 'baseball_glove'], ['skis']]",ModelOpt,DNF,"['memory_norm', 'acc_loss_norm', 'cost_norm']",archimedean_goal_method,0.876477503,30,16500,586.2998962,0.004841682,2
705,2,"[['skateboard', 'dog', 'baseball_glove'], ['skis']]",OrderOpt,DNF,"['memory_norm', 'acc_loss_norm', 'cost_norm']",archimedean_goal_method,0.823846936,23.00078901,447385,3749.708176,0.186911258,2
706,2,"[['skateboard', 'dog', 'baseball_glove'], ['skis']]",ModelOpt,DNF,"['cost_norm', 'memory_norm', 'acc_loss_norm']",archimedean_goal_method,0.823882852,103,452895,1067.239761,0.006291099,2
707,2,"[['skateboard', 'dog', 'baseball_glove'], ['skis']]",OrderOpt,DNF,"['cost_norm', 'memory_norm', 'acc_loss_norm']",archimedean_goal_method,0.82316339,23.14828901,452260,5129.747391,0.172761776,2
708,2,"[['skateboard', 'dog', 'baseball_glove'], ['skis']]",ModelOpt,DNF,"['cost_norm', 'acc_loss_norm', 'memory_norm']",archimedean_goal_method,0.823882852,103,452895,1913.915634,0.009553652,2
709,2,"[['skateboard', 'dog', 'baseball_glove'], ['skis']]",OrderOpt,DNF,"['cost_norm', 'acc_loss_norm', 'memory_norm']",archimedean_goal_method,0.823846936,23.00078901,447385,4283.536911,0.184104899,2
710,2,"[['skateboard', 'dog', 'baseball_glove'], ['skis']]",ModelOpt,DNF,"['acc_loss_norm', 'cost_norm', 'memory_norm']",archimedean_goal_method,0.876477503,30,16500,1726.556778,0.007940041,2
711,2,"[['skateboard', 'dog', 'baseball_glove'], ['skis']]",OrderOpt,DNF,"['acc_loss_norm', 'cost_norm', 'memory_norm']",archimedean_goal_method,0.776871452,23.17799802,331670,5773.47374,0.258807085,2
712,2,"[['skateboard', 'dog', 'baseball_glove'], ['skis']]",ModelOpt,DNF,"['acc_loss_norm', 'memory_norm', 'cost_norm']",archimedean_goal_method,0.876477503,30,16500,704.5211792,0.004298398,2
713,2,"[['skateboard', 'dog', 'baseball_glove'], ['skis']]",OrderOpt,DNF,"['acc_loss_norm', 'memory_norm', 'cost_norm']",archimedean_goal_method,0.823846936,23.00078901,447385,6212.890625,0.251536139,2
823,3,"[['couch', 'skis'], ['fork', 'apple']]",ModelOpt,CNF,"['memory_norm', 'cost_norm', 'acc_loss_norm']",archimedean_goal_method,0.766377809,63,43695,737.4019623,0.031946611,2
824,3,"[['couch', 'skis'], ['fork', 'apple']]",OrderOpt,CNF,"['memory_norm', 'cost_norm', 'acc_loss_norm']",archimedean_goal_method,0.789702942,23.1903876,355230,3451.589584,0.630492261,2
825,3,"[['couch', 'skis'], ['fork', 'apple']]",ModelOpt,CNF,"['memory_norm', 'acc_loss_norm', 'cost_norm']",archimedean_goal_method,0.723544308,33,27195,565.0653839,0.006778205,2
826,3,"[['couch', 'skis'], ['fork', 'apple']]",OrderOpt,CNF,"['memory_norm', 'acc_loss_norm', 'cost_norm']",archimedean_goal_method,0.791992255,22.21302111,294315,5459.589005,0.694084136,2
827,3,"[['couch', 'skis'], ['fork', 'apple']]",ModelOpt,CNF,"['cost_norm', 'memory_norm', 'acc_loss_norm']",archimedean_goal_method,0.790355723,126,306180,2117.897034,0.080963522,2
828,3,"[['couch', 'skis'], ['fork', 'apple']]",OrderOpt,CNF,"['cost_norm', 'memory_norm', 'acc_loss_norm']",archimedean_goal_method,0.789702942,23.1903876,355230,4784.374237,0.501113865,2
829,3,"[['couch', 'skis'], ['fork', 'apple']]",ModelOpt,CNF,"['cost_norm', 'acc_loss_norm', 'memory_norm']",archimedean_goal_method,0.783132222,126,340900,2498.720169,0.073093016,2
830,3,"[['couch', 'skis'], ['fork', 'apple']]",OrderOpt,CNF,"['cost_norm', 'acc_loss_norm', 'memory_norm']",archimedean_goal_method,0.789702942,23.1903876,355230,3906.356812,0.445468273,2
831,3,"[['couch', 'skis'], ['fork', 'apple']]",ModelOpt,CNF,"['acc_loss_norm', 'cost_norm', 'memory_norm']",archimedean_goal_method,0.762671267,73,436395,1066.802979,0.010512777,2
832,3,"[['couch', 'skis'], ['fork', 'apple']]",OrderOpt,CNF,"['acc_loss_norm', 'cost_norm', 'memory_norm']",archimedean_goal_method,0.783132222,22.2904,340900,1913.406372,0.207369867,2
833,3,"[['couch', 'skis'], ['fork', 'apple']]",ModelOpt,CNF,"['acc_loss_norm', 'memory_norm', 'cost_norm']",archimedean_goal_method,0.723544308,33,27195,250.7743835,0.004572725,2
834,3,"[['couch', 'skis'], ['fork', 'apple']]",OrderOpt,CNF,"['acc_loss_norm', 'memory_norm', 'cost_norm']",archimedean_goal_method,0.783132222,22.29043839,340900,1082.481384,0.229445641,2
944,3,"[['couch', 'skis'], ['fork', 'apple']]",ModelOpt,DNF,"['memory_norm', 'cost_norm', 'acc_loss_norm']",archimedean_goal_method,0.72326197,73,436395,2322.572708,0.011702434,2
945,3,"[['couch', 'skis'], ['fork', 'apple']]",OrderOpt,DNF,"['memory_norm', 'cost_norm', 'acc_loss_norm']",archimedean_goal_method,0.742156304,22.19686176,302995,8866.970062,0.68889826,2
946,3,"[['couch', 'skis'], ['fork', 'apple']]",ModelOpt,DNF,"['memory_norm', 'acc_loss_norm', 'cost_norm']",archimedean_goal_method,0.72326197,73,436395,1459.478378,0.006019797,2
947,3,"[['couch', 'skis'], ['fork', 'apple']]",OrderOpt,DNF,"['memory_norm', 'acc_loss_norm', 'cost_norm']",archimedean_goal_method,0.742156304,22.19686176,302995,8677.686691,0.504550165,2
948,3,"[['couch', 'skis'], ['fork', 'apple']]",ModelOpt,DNF,"['cost_norm', 'memory_norm', 'acc_loss_norm']",archimedean_goal_method,0.749422855,96,438790,2986.606598,0.031753978,2
949,3,"[['couch', 'skis'], ['fork', 'apple']]",OrderOpt,DNF,"['cost_norm', 'memory_norm', 'acc_loss_norm']",archimedean_goal_method,0.746294165,23.24217453,375225,5383.00705,0.433227348,2
950,3,"[['couch', 'skis'], ['fork', 'apple']]",ModelOpt,DNF,"['cost_norm', 'acc_loss_norm', 'memory_norm']",archimedean_goal_method,0.749422855,96,438790,3569.137573,0.037409394,2
951,3,"[['couch', 'skis'], ['fork', 'apple']]",OrderOpt,DNF,"['cost_norm', 'acc_loss_norm', 'memory_norm']",archimedean_goal_method,0.746294165,23.24217453,375225,6717.018127,0.381033302,2
952,3,"[['couch', 'skis'], ['fork', 'apple']]",ModelOpt,DNF,"['acc_loss_norm', 'cost_norm', 'memory_norm']",archimedean_goal_method,0.72326197,73,436395,952.2438049,0.005880653,2
953,3,"[['couch', 'skis'], ['fork', 'apple']]",OrderOpt,DNF,"['acc_loss_norm', 'cost_norm', 'memory_norm']",archimedean_goal_method,0.758977009,22.19686282,350115,7422.578812,0.448161117,2
954,3,"[['couch', 'skis'], ['fork', 'apple']]",ModelOpt,DNF,"['acc_loss_norm', 'memory_norm', 'cost_norm']",archimedean_goal_method,0.624381138,33,27195,1804.664612,0.005693111,2
955,3,"[['couch', 'skis'], ['fork', 'apple']]",OrderOpt,DNF,"['acc_loss_norm', 'memory_norm', 'cost_norm']",archimedean_goal_method,0.742156304,22.19686176,302995,5931.951523,0.402901445,2
1065,4,"[['spoon', 'toilet'], ['skateboard', 'backpack']]",ModelOpt,CNF,"['memory_norm', 'cost_norm', 'acc_loss_norm']",archimedean_goal_method,0.870755209,60,48190,4545.978546,0.017391217,2
1066,4,"[['spoon', 'toilet'], ['skateboard', 'backpack']]",OrderOpt,CNF,"['memory_norm', 'cost_norm', 'acc_loss_norm']",archimedean_goal_method,0.861902803,22.27632388,350115,4847.618103,0.255514094,2
1067,4,"[['spoon', 'toilet'], ['skateboard', 'backpack']]",ModelOpt,CNF,"['memory_norm', 'acc_loss_norm', 'cost_norm']",archimedean_goal_method,0.870755209,60,48190,2368.638992,0.010872212,2
1068,4,"[['spoon', 'toilet'], ['skateboard', 'backpack']]",OrderOpt,CNF,"['memory_norm', 'acc_loss_norm', 'cost_norm']",archimedean_goal_method,0.861387199,22.23592388,343915,8284.696579,0.341288218,2
1069,4,"[['spoon', 'toilet'], ['skateboard', 'backpack']]",ModelOpt,CNF,"['cost_norm', 'memory_norm', 'acc_loss_norm']",archimedean_goal_method,0.865527306,96,282550,5346.237183,0.058179425,2
1070,4,"[['spoon', 'toilet'], ['skateboard', 'backpack']]",OrderOpt,CNF,"['cost_norm', 'memory_norm', 'acc_loss_norm']",archimedean_goal_method,0.862323184,23.1813,318650,10918.78891,0.492325543,2
1071,4,"[['spoon', 'toilet'], ['skateboard', 'backpack']]",ModelOpt,CNF,"['cost_norm', 'acc_loss_norm', 'memory_norm']",archimedean_goal_method,0.865527306,96,282550,4829.502106,0.035734411,2
1072,4,"[['spoon', 'toilet'], ['skateboard', 'backpack']]",OrderOpt,CNF,"['cost_norm', 'acc_loss_norm', 'memory_norm']",archimedean_goal_method,0.862323184,23.1813,318650,9323.934555,0.450944861,2
1073,4,"[['spoon', 'toilet'], ['skateboard', 'backpack']]",ModelOpt,CNF,"['acc_loss_norm', 'cost_norm', 'memory_norm']",archimedean_goal_method,0.876157171,92,323470,1976.819992,0.012419891,2
1074,4,"[['spoon', 'toilet'], ['skateboard', 'backpack']]",OrderOpt,CNF,"['acc_loss_norm', 'cost_norm', 'memory_norm']",archimedean_goal_method,0.865265261,22.35352664,327175,7435.926437,0.348567112,2
1075,4,"[['spoon', 'toilet'], ['skateboard', 'backpack']]",ModelOpt,CNF,"['acc_loss_norm', 'memory_norm', 'cost_norm']",archimedean_goal_method,0.870755209,60,48190,2039.344788,0.00874176,2
1076,4,"[['spoon', 'toilet'], ['skateboard', 'backpack']]",OrderOpt,CNF,"['acc_loss_norm', 'memory_norm', 'cost_norm']",archimedean_goal_method,0.861387199,22.23592388,343915,10306.88095,0.50399957,2
1186,4,"[['spoon', 'toilet'], ['skateboard', 'backpack']]",ModelOpt,DNF,"['memory_norm', 'cost_norm', 'acc_loss_norm']",archimedean_goal_method,0.688826135,53,18895,188.3563995,0.007341022,2
1187,4,"[['spoon', 'toilet'], ['skateboard', 'backpack']]",OrderOpt,DNF,"['memory_norm', 'cost_norm', 'acc_loss_norm']",archimedean_goal_method,0.676334345,23.14803646,350270,3639.867783,0.640493782,2
1188,4,"[['spoon', 'toilet'], ['skateboard', 'backpack']]",ModelOpt,DNF,"['memory_norm', 'acc_loss_norm', 'cost_norm']",archimedean_goal_method,0.688826135,53,18895,423.0937958,0.005239993,2
1189,4,"[['spoon', 'toilet'], ['skateboard', 'backpack']]",OrderOpt,DNF,"['memory_norm', 'acc_loss_norm', 'cost_norm']",archimedean_goal_method,0.676334345,23.14803646,350270,2944.377899,0.548093766,2
1190,4,"[['spoon', 'toilet'], ['skateboard', 'backpack']]",ModelOpt,DNF,"['cost_norm', 'memory_norm', 'acc_loss_norm']",archimedean_goal_method,0.680818313,82,176220,611.951828,0.03829835,2
1191,4,"[['spoon', 'toilet'], ['skateboard', 'backpack']]",OrderOpt,DNF,"['cost_norm', 'memory_norm', 'acc_loss_norm']",archimedean_goal_method,0.676334345,23.14803646,350270,2494.096756,0.472419041,2
1192,4,"[['spoon', 'toilet'], ['skateboard', 'backpack']]",ModelOpt,DNF,"['cost_norm', 'acc_loss_norm', 'memory_norm']",archimedean_goal_method,0.657178134,92,323470,502.1400452,0.036310998,2
1193,4,"[['spoon', 'toilet'], ['skateboard', 'backpack']]",OrderOpt,DNF,"['cost_norm', 'acc_loss_norm', 'memory_norm']",archimedean_goal_method,0.673771246,23.20959893,313690,2469.995499,0.465247325,2
1194,4,"[['spoon', 'toilet'], ['skateboard', 'backpack']]",ModelOpt,DNF,"['acc_loss_norm', 'cost_norm', 'memory_norm']",archimedean_goal_method,0.652114847,88,317270,486.5226746,0.008533114,2
1195,4,"[['spoon', 'toilet'], ['skateboard', 'backpack']]",OrderOpt,DNF,"['acc_loss_norm', 'cost_norm', 'memory_norm']",archimedean_goal_method,0.673771246,23.2095988,313690,2087.29744,0.373846872,2
1196,4,"[['spoon', 'toilet'], ['skateboard', 'backpack']]",ModelOpt,DNF,"['acc_loss_norm', 'memory_norm', 'cost_norm']",archimedean_goal_method,0.688826135,53,18895,235.6548309,0.00517391,2
1197,4,"[['spoon', 'toilet'], ['skateboard', 'backpack']]",OrderOpt,DNF,"['acc_loss_norm', 'memory_norm', 'cost_norm']",archimedean_goal_method,0.673771246,23.2095988,313690,3373.029709,0.545751171,2
1307,0,"[['zebra', 'handbag'], ['parking_meter'], ['skis']]",ModelOpt,CNF,"['memory_norm', 'cost_norm', 'acc_loss_norm']",archimedean_goal_method,0.007525175,75,20515,1427.804947,0.00534167,2
1308,0,"[['zebra', 'handbag'], ['parking_meter'], ['skis']]",OrderOpt,CNF,"['memory_norm', 'cost_norm', 'acc_loss_norm']",archimedean_goal_method,0.007657726,22.219,283620,3963.626862,0.278165687,2
1309,0,"[['zebra', 'handbag'], ['parking_meter'], ['skis']]",ModelOpt,CNF,"['memory_norm', 'acc_loss_norm', 'cost_norm']",archimedean_goal_method,0.007525175,75,20515,1644.411087,0.005446369,2
1310,0,"[['zebra', 'handbag'], ['parking_meter'], ['skis']]",OrderOpt,CNF,"['memory_norm', 'acc_loss_norm', 'cost_norm']",archimedean_goal_method,0.007657726,22.219,283620,5901.145935,0.341636732,2
1311,0,"[['zebra', 'handbag'], ['parking_meter'], ['skis']]",ModelOpt,CNF,"['cost_norm', 'memory_norm', 'acc_loss_norm']",archimedean_goal_method,0.007623474,122,239220,2244.016647,0.012506831,2
1312,0,"[['zebra', 'handbag'], ['parking_meter'], ['skis']]",OrderOpt,CNF,"['cost_norm', 'memory_norm', 'acc_loss_norm']",archimedean_goal_method,0.007657726,22.219,283620,4786.2854,0.286113973,2
1313,0,"[['zebra', 'handbag'], ['parking_meter'], ['skis']]",ModelOpt,CNF,"['cost_norm', 'acc_loss_norm', 'memory_norm']",archimedean_goal_method,0.007796342,112,267120,2856.571198,0.015856653,2
1314,0,"[['zebra', 'handbag'], ['parking_meter'], ['skis']]",OrderOpt,CNF,"['cost_norm', 'acc_loss_norm', 'memory_norm']",archimedean_goal_method,0.007657726,22.21901908,283620,5570.682526,0.339246184,2
1315,0,"[['zebra', 'handbag'], ['parking_meter'], ['skis']]",ModelOpt,CNF,"['acc_loss_norm', 'cost_norm', 'memory_norm']",archimedean_goal_method,0.007088688,89,229075,1516.448975,0.011259944,2
