,query,NF,preference_type,MOO_method,model_selection,model_ordering,num_pred,opt_acc,opt_cost,opt_mem,comp_time,work,output_flag,actual_cost,actual_f1
87,( person ) & ( bottle | chair ) & ( dining_table | couch ),CNF,"['cost_norm', 'acc_loss_norm', 'memory_norm']",weighted_min_max,"{'person': 'model_16', 'bottle': 'model_16', 'chair': 'model_16', 'dining_table': 'model_16', 'couch': 'model_16'}","['person', 'bottle', 'chair', 'dining_table', 'couch']",5,0.886725245,18,142909075,16.95966721,0.011555698,2,18,0.771
88,( person ) & ( bottle | chair ) & ( dining_table | couch ),CNF,"['acc_loss_norm', 'cost_norm', 'memory_norm']",weighted_min_max,"{'person': 'model_16', 'bottle': 'model_16', 'chair': 'model_16', 'dining_table': 'model_16', 'couch': 'model_16'}","['person', 'bottle', 'chair', 'dining_table', 'couch']",5,0.886725245,18,142909075,18.00203323,0.011879949,2,18,0.771
89,( person ) & ( bottle | chair ) & ( dining_table | couch ),CNF,"['acc_loss_norm', 'memory_norm', 'cost_norm']",weighted_min_max,"{'person': 'model_16', 'bottle': 'model_16', 'chair': 'model_16', 'dining_table': 'model_16', 'couch': 'model_16'}","['person', 'bottle', 'chair', 'dining_table', 'couch']",5,0.886725245,18,142909075,9.000778198,0.006879643,2,18,0.771
90,( person ) & ( bottle | chair ) & ( dining_table | couch ),CNF,"['memory_norm', 'cost_norm', 'acc_loss_norm']",greedy_MOO,"{'person': 'model_66', 'bottle': 'model_66', 'chair': 'model_66', 'dining_table': 'model_66', 'couch': 'model_66'}","['person', 'bottle', 'chair', 'dining_table', 'couch']",5,0.801100599,85,135686683,15.00105858,0.010384375,2,82,0.722
91,( person ) & ( bottle | chair ) & ( dining_table | couch ),CNF,"['memory_norm', 'acc_loss_norm', 'cost_norm']",greedy_MOO,"{'person': 'model_66', 'bottle': 'model_66', 'chair': 'model_66', 'dining_table': 'model_66', 'couch': 'model_66'}","['person', 'bottle', 'chair', 'dining_table', 'couch']",5,0.801100599,85,135686683,15.96808434,0.010384375,2,82,0.722
92,( person ) & ( bottle | chair ) & ( dining_table | couch ),CNF,"['cost_norm', 'memory_norm', 'acc_loss_norm']",greedy_MOO,"{'person': 'model_66', 'bottle': 'model_66', 'chair': 'model_66', 'dining_table': 'model_66', 'couch': 'model_66'}","['person', 'bottle', 'chair', 'dining_table', 'couch']",5,0.801100599,85,135686683,15.00749588,0.010384375,2,82,0.722
93,( person ) & ( bottle | chair ) & ( dining_table | couch ),CNF,"['cost_norm', 'acc_loss_norm', 'memory_norm']",greedy_MOO,"{'person': 'model_66', 'bottle': 'model_66', 'chair': 'model_66', 'dining_table': 'model_66', 'couch': 'model_66'}","['person', 'bottle', 'chair', 'dining_table', 'couch']",5,0.801100599,85,135686683,14.96601105,0.010384375,2,82,0.722
94,( person ) & ( bottle | chair ) & ( dining_table | couch ),CNF,"['acc_loss_norm', 'cost_norm', 'memory_norm']",greedy_MOO,"{'person': 'model_66', 'bottle': 'model_66', 'chair': 'model_66', 'dining_table': 'model_66', 'couch': 'model_66'}","['person', 'bottle', 'chair', 'dining_table', 'couch']",5,0.801100599,85,135686683,14.03450966,0.010384375,2,82,0.722
95,( person ) & ( bottle | chair ) & ( dining_table | couch ),CNF,"['acc_loss_norm', 'memory_norm', 'cost_norm']",greedy_MOO,"{'person': 'model_66', 'bottle': 'model_66', 'chair': 'model_66', 'dining_table': 'model_66', 'couch': 'model_66'}","['person', 'bottle', 'chair', 'dining_table', 'couch']",5,0.801100599,85,135686683,14.97125626,0.010384375,2,82,0.722
96,( bottle | chair ) & ( dog | person ) & ( couch | dining_table ),CNF,"['memory_norm', 'cost_norm', 'acc_loss_norm']",weighted_sum,"{'bottle': 'model_16', 'chair': 'model_16', 'dog': 'model_16', 'person': 'model_16', 'couch': 'model_16', 'dining_table': 'model_16'}","['bottle', 'chair', 'dog', 'person', 'couch', 'dining_table']",6,0.912660582,18,142909075,23.9713192,0.015942742,2,18,0.717
97,( bottle | chair ) & ( dog | person ) & ( couch | dining_table ),CNF,"['memory_norm', 'acc_loss_norm', 'cost_norm']",weighted_sum,"{'bottle': 'model_16', 'chair': 'model_16', 'dog': 'model_16', 'person': 'model_16', 'couch': 'model_16', 'dining_table': 'model_16'}","['bottle', 'chair', 'dog', 'person', 'couch', 'dining_table']",6,0.912660582,18,142909075,23.96917343,0.015941222,2,18,0.717
98,( bottle | chair ) & ( dog | person ) & ( couch | dining_table ),CNF,"['cost_norm', 'memory_norm', 'acc_loss_norm']",weighted_sum,"{'bottle': 'model_16', 'chair': 'model_16', 'dog': 'model_16', 'person': 'model_16', 'couch': 'model_16', 'dining_table': 'model_16'}","['bottle', 'chair', 'dog', 'person', 'couch', 'dining_table']",6,0.912660582,18,142909075,25.1224041,0.01599868,2,18,0.717
99,( bottle | chair ) & ( dog | person ) & ( couch | dining_table ),CNF,"['cost_norm', 'acc_loss_norm', 'memory_norm']",weighted_sum,"{'bottle': 'model_16', 'chair': 'model_16', 'dog': 'model_16', 'person': 'model_16', 'couch': 'model_16', 'dining_table': 'model_16'}","['bottle', 'chair', 'dog', 'person', 'couch', 'dining_table']",6,0.912660582,18,142909075,21.96669579,0.015701102,2,18,0.717
100,( bottle | chair ) & ( dog | person ) & ( couch | dining_table ),CNF,"['acc_loss_norm', 'cost_norm', 'memory_norm']",weighted_sum,"{'bottle': 'model_16', 'chair': 'model_16', 'dog': 'model_16', 'person': 'model_16', 'couch': 'model_16', 'dining_table': 'model_16'}","['bottle', 'chair', 'dog', 'person', 'couch', 'dining_table']",6,0.912660582,18,142909075,23.96297455,0.01590336,2,18,0.717
101,( bottle | chair ) & ( dog | person ) & ( couch | dining_table ),CNF,"['acc_loss_norm', 'memory_norm', 'cost_norm']",weighted_sum,"{'bottle': 'model_16', 'chair': 'model_16', 'dog': 'model_16', 'person': 'model_16', 'couch': 'model_16', 'dining_table': 'model_16'}","['bottle', 'chair', 'dog', 'person', 'couch', 'dining_table']",6,0.912660582,18,142909075,22.99904823,0.015941291,2,18,0.717
102,( bottle | chair ) & ( dog | person ) & ( couch | dining_table ),CNF,"['memory_norm', 'cost_norm', 'acc_loss_norm']",lexicographic,"{'bottle': 'model_16', 'chair': 'model_11', 'dog': 'model_11', 'person': 'model_11', 'couch': 'model_16', 'dining_table': 'model_11'}","['bottle', 'chair', 'dog', 'person', 'couch', 'dining_table']",6,0.920121762,42,705967558,8.002519608,0.002024285,2,42,0.717
103,( bottle | chair ) & ( dog | person ) & ( couch | dining_table ),CNF,"['memory_norm', 'acc_loss_norm', 'cost_norm']",lexicographic,"{'bottle': 'model_16', 'chair': 'model_16', 'dog': 'model_16', 'person': 'model_16', 'couch': 'model_16', 'dining_table': 'model_16'}","['bottle', 'chair', 'dog', 'person', 'couch', 'dining_table']",6,0.912660582,18,142909075,1.001119614,0.000814754,2,18,0.717
104,( bottle | chair ) & ( dog | person ) & ( couch | dining_table ),CNF,"['cost_norm', 'memory_norm', 'acc_loss_norm']",lexicographic,"{'bottle': 'model_16', 'chair': 'model_11', 'dog': 'model_11', 'person': 'model_11', 'couch': 'model_16', 'dining_table': 'model_11'}","['bottle', 'chair', 'dog', 'person', 'couch', 'dining_table']",6,0.920121762,42,705967558,5.995512009,0.002151244,2,42,0.717
105,( bottle | chair ) & ( dog | person ) & ( couch | dining_table ),CNF,"['cost_norm', 'acc_loss_norm', 'memory_norm']",lexicographic,"{'bottle': 'model_71', 'chair': 'model_71', 'dog': 'model_71', 'person': 'model_71', 'couch': 'model_71', 'dining_table': 'model_71'}","['bottle', 'chair', 'dog', 'person', 'couch', 'dining_table']",6,0.840727466,86,135686683,19.00172234,0.011776817,2,82,0.639
106,( bottle | chair ) & ( dog | person ) & ( couch | dining_table ),CNF,"['acc_loss_norm', 'cost_norm', 'memory_norm']",lexicographic,"{'bottle': 'model_66', 'chair': 'model_66', 'dog': 'model_66', 'person': 'model_66', 'couch': 'model_66', 'dining_table': 'model_66'}","['bottle', 'chair', 'dog', 'person', 'couch', 'dining_table']",6,0.8366754,85,135686683,19.00076866,0.01223584,2,82,0.621
107,( bottle | chair ) & ( dog | person ) & ( couch | dining_table ),CNF,"['acc_loss_norm', 'memory_norm', 'cost_norm']",lexicographic,"{'bottle': 'model_16', 'chair': 'model_16', 'dog': 'model_16', 'person': 'model_16', 'couch': 'model_16', 'dining_table': 'model_16'}","['bottle', 'chair', 'dog', 'person', 'couch', 'dining_table']",6,0.912660582,18,142909075,0.999212265,0.00081513,2,18,0.717
108,( bottle | chair ) & ( dog | person ) & ( couch | dining_table ),CNF,"['memory_norm', 'cost_norm', 'acc_loss_norm']",weighted_min_max,"{'bottle': 'model_16', 'chair': 'model_16', 'dog': 'model_16', 'person': 'model_16', 'couch': 'model_16', 'dining_table': 'model_16'}","['bottle', 'chair', 'dog', 'person', 'couch', 'dining_table']",6,0.912660582,18,142909075,14.9679184,0.009466432,2,18,0.717
109,( bottle | chair ) & ( dog | person ) & ( couch | dining_table ),CNF,"['memory_norm', 'acc_loss_norm', 'cost_norm']",weighted_min_max,"{'bottle': 'model_16', 'chair': 'model_16', 'dog': 'model_16', 'person': 'model_16', 'couch': 'model_16', 'dining_table': 'model_16'}","['bottle', 'chair', 'dog', 'person', 'couch', 'dining_table']",6,0.912660582,18,142909075,12.9570961,0.009077373,2,18,0.717
110,( bottle | chair ) & ( dog | person ) & ( couch | dining_table ),CNF,"['cost_norm', 'memory_norm', 'acc_loss_norm']",weighted_min_max,"{'bottle': 'model_16', 'chair': 'model_16', 'dog': 'model_16', 'person': 'model_16', 'couch': 'model_16', 'dining_table': 'model_16'}","['bottle', 'chair', 'dog', 'person', 'couch', 'dining_table']",6,0.912660582,18,142909075,22.99761772,0.014459105,2,18,0.717
111,( bottle | chair ) & ( dog | person ) & ( couch | dining_table ),CNF,"['cost_norm', 'acc_loss_norm', 'memory_norm']",weighted_min_max,"{'bottle': 'model_16', 'chair': 'model_16', 'dog': 'model_16', 'person': 'model_16', 'couch': 'model_16', 'dining_table': 'model_16'}","['bottle', 'chair', 'dog', 'person', 'couch', 'dining_table']",6,0.912660582,18,142909075,20.9634304,0.014483331,2,18,0.717
112,( bottle | chair ) & ( dog | person ) & ( couch | dining_table ),CNF,"['acc_loss_norm', 'cost_norm', 'memory_norm']",weighted_min_max,"{'bottle': 'model_16', 'chair': 'model_16', 'dog': 'model_16', 'person': 'model_16', 'couch': 'model_16', 'dining_table': 'model_16'}","['bottle', 'chair', 'dog', 'person', 'couch', 'dining_table']",6,0.912660582,18,142909075,21.9950676,0.014367886,2,18,0.717
113,( bottle | chair ) & ( dog | person ) & ( couch | dining_table ),CNF,"['acc_loss_norm', 'memory_norm', 'cost_norm']",weighted_min_max,"{'bottle': 'model_16', 'chair': 'model_16', 'dog': 'model_16', 'person': 'model_16', 'couch': 'model_16', 'dining_table': 'model_16'}","['bottle', 'chair', 'dog', 'person', 'couch', 'dining_table']",6,0.912660582,18,142909075,12.00652122,0.00870638,2,18,0.717
114,( bottle | chair ) & ( dog | person ) & ( couch | dining_table ),CNF,"['memory_norm', 'cost_norm', 'acc_loss_norm']",greedy_MOO,"{'bottle': 'model_66', 'chair': 'model_66', 'dog': 'model_66', 'person': 'model_66', 'couch': 'model_66', 'dining_table': 'model_66'}","['bottle', 'chair', 'dog', 'person', 'couch', 'dining_table']",6,0.8366754,85,135686683,18.03731918,0.012718785,2,82,0.621
115,( bottle | chair ) & ( dog | person ) & ( couch | dining_table ),CNF,"['memory_norm', 'acc_loss_norm', 'cost_norm']",greedy_MOO,"{'bottle': 'model_66', 'chair': 'model_66', 'dog': 'model_66', 'person': 'model_66', 'couch': 'model_66', 'dining_table': 'model_66'}","['bottle', 'chair', 'dog', 'person', 'couch', 'dining_table']",6,0.8366754,85,135686683,17.96364784,0.012718785,2,82,0.621
116,( bottle | chair ) & ( dog | person ) & ( couch | dining_table ),CNF,"['cost_norm', 'memory_norm', 'acc_loss_norm']",greedy_MOO,"{'bottle': 'model_66', 'chair': 'model_66', 'dog': 'model_66', 'person': 'model_66', 'couch': 'model_66', 'dining_table': 'model_66'}","['bottle', 'chair', 'dog', 'person', 'couch', 'dining_table']",6,0.8366754,85,135686683,18.99933815,0.012718785,2,82,0.621
117,( bottle | chair ) & ( dog | person ) & ( couch | dining_table ),CNF,"['cost_norm', 'acc_loss_norm', 'memory_norm']",greedy_MOO,"{'bottle': 'model_66', 'chair': 'model_66', 'dog': 'model_66', 'person': 'model_66', 'couch': 'model_66', 'dining_table': 'model_66'}","['bottle', 'chair', 'dog', 'person', 'couch', 'dining_table']",6,0.8366754,85,135686683,17.9669857,0.012718785,2,82,0.621
118,( bottle | chair ) & ( dog | person ) & ( couch | dining_table ),CNF,"['acc_loss_norm', 'cost_norm', 'memory_norm']",greedy_MOO,"{'bottle': 'model_66', 'chair': 'model_66', 'dog': 'model_66', 'person': 'model_66', 'couch': 'model_66', 'dining_table': 'model_66'}","['bottle', 'chair', 'dog', 'person', 'couch', 'dining_table']",6,0.8366754,85,135686683,20.03645897,0.012718785,2,82,0.621
119,( bottle | chair ) & ( dog | person ) & ( couch | dining_table ),CNF,"['acc_loss_norm', 'memory_norm', 'cost_norm']",greedy_MOO,"{'bottle': 'model_66', 'chair': 'model_66', 'dog': 'model_66', 'person': 'model_66', 'couch': 'model_66', 'dining_table': 'model_66'}","['bottle', 'chair', 'dog', 'person', 'couch', 'dining_table']",6,0.8366754,85,135686683,18.99957657,0.012718785,2,82,0.621
120,( chair | car ),DNF,"['memory_norm', 'cost_norm', 'acc_loss_norm']",weighted_sum,"{'chair': 'model_16', 'car': 'model_16'}","['chair', 'car']",2,0.697598,18,142909075,8.013248444,0.003706928,2,18,0.854
121,( chair | car ),DNF,"['memory_norm', 'acc_loss_norm', 'cost_norm']",weighted_sum,"{'chair': 'model_16', 'car': 'model_16'}","['chair', 'car']",2,0.697598,18,142909075,8.000612259,0.003706928,2,18,0.854
122,( chair | car ),DNF,"['cost_norm', 'memory_norm', 'acc_loss_norm']",weighted_sum,"{'chair': 'model_16', 'car': 'model_16'}","['chair', 'car']",2,0.697598,18,142909075,8.000135422,0.003706928,2,18,0.854
123,( chair | car ),DNF,"['cost_norm', 'acc_loss_norm', 'memory_norm']",weighted_sum,"{'chair': 'model_16', 'car': 'model_16'}","['chair', 'car']",2,0.697598,18,142909075,7.966518402,0.003706928,2,18,0.854
124,( chair | car ),DNF,"['acc_loss_norm', 'cost_norm', 'memory_norm']",weighted_sum,"{'chair': 'model_16', 'car': 'model_16'}","['chair', 'car']",2,0.697598,18,142909075,7.996320724,0.003706928,2,18,0.854
125,( chair | car ),DNF,"['acc_loss_norm', 'memory_norm', 'cost_norm']",weighted_sum,"{'chair': 'model_16', 'car': 'model_16'}","['chair', 'car']",2,0.697598,18,142909075,8.054018021,0.003706928,2,18,0.854
126,( chair | car ),DNF,"['memory_norm', 'cost_norm', 'acc_loss_norm']",lexicographic,"{'chair': 'model_46', 'car': 'model_46'}","['chair', 'car']",2,0.525928,16,44347377,0,0.000108624,2,16,0.704
127,( chair | car ),DNF,"['memory_norm', 'acc_loss_norm', 'cost_norm']",lexicographic,"{'chair': 'model_46', 'car': 'model_46'}","['chair', 'car']",2,0.525928,16,44347377,0,0.000108624,2,16,0.704
128,( chair | car ),DNF,"['cost_norm', 'memory_norm', 'acc_loss_norm']",lexicographic,"{'chair': 'model_46', 'car': 'model_46'}","['chair', 'car']",2,0.525928,16,44347377,0,0.000108624,2,16,0.704
129,( chair | car ),DNF,"['cost_norm', 'acc_loss_norm', 'memory_norm']",lexicographic,"{'chair': 'model_46', 'car': 'model_46'}","['chair', 'car']",2,0.525928,16,44347377,0,0.000108624,2,16,0.704
130,( chair | car ),DNF,"['acc_loss_norm', 'cost_norm', 'memory_norm']",lexicographic,"{'chair': 'model_46', 'car': 'model_46'}","['chair', 'car']",2,0.525928,16,44347377,1.002788544,0.000108624,2,16,0.704
131,( chair | car ),DNF,"['acc_loss_norm', 'memory_norm', 'cost_norm']",lexicographic,"{'chair': 'model_46', 'car': 'model_46'}","['chair', 'car']",2,0.525928,16,44347377,0.999212265,0.000108624,2,16,0.704
132,( chair | car ),DNF,"['memory_norm', 'cost_norm', 'acc_loss_norm']",weighted_min_max,"{'chair': 'model_16', 'car': 'model_16'}","['chair', 'car']",2,0.697598,18,142909075,10.00070572,0.004096461,2,18,0.854
133,( chair | car ),DNF,"['memory_norm', 'acc_loss_norm', 'cost_norm']",weighted_min_max,"{'chair': 'model_16', 'car': 'model_16'}","['chair', 'car']",2,0.697598,18,142909075,7.996320724,0.004096461,2,18,0.854
134,( chair | car ),DNF,"['cost_norm', 'memory_norm', 'acc_loss_norm']",weighted_min_max,"{'chair': 'model_16', 'car': 'model_16'}","['chair', 'car']",2,0.697598,18,142909075,7.967948914,0.004096461,2,18,0.854
135,( chair | car ),DNF,"['cost_norm', 'acc_loss_norm', 'memory_norm']",weighted_min_max,"{'chair': 'model_16', 'car': 'model_16'}","['chair', 'car']",2,0.697598,18,142909075,7.957935333,0.004096461,2,18,0.854
136,( chair | car ),DNF,"['acc_loss_norm', 'cost_norm', 'memory_norm']",weighted_min_max,"{'chair': 'model_16', 'car': 'model_16'}","['chair', 'car']",2,0.697598,18,142909075,7.960319519,0.004096461,2,18,0.854
137,( chair | car ),DNF,"['acc_loss_norm', 'memory_norm', 'cost_norm']",weighted_min_max,"{'chair': 'model_16', 'car': 'model_16'}","['chair', 'car']",2,0.697598,18,142909075,8.999109268,0.004096461,2,18,0.854
138,( chair | car ),DNF,"['memory_norm', 'cost_norm', 'acc_loss_norm']",greedy_MOO,"{'chair': 'model_46', 'car': 'model_46'}","['chair', 'car']",2,0.525928,16,44347377,5.964040756,0.003472162,2,16,0.704
139,( chair | car ),DNF,"['memory_norm', 'acc_loss_norm', 'cost_norm']",greedy_MOO,"{'chair': 'model_46', 'car': 'model_46'}","['chair', 'car']",2,0.525928,16,44347377,7.011651993,0.003472162,2,16,0.704
140,( chair | car ),DNF,"['cost_norm', 'memory_norm', 'acc_loss_norm']",greedy_MOO,"{'chair': 'model_46', 'car': 'model_46'}","['chair', 'car']",2,0.525928,16,44347377,6.999969482,0.003472162,2,16,0.704
141,( chair | car ),DNF,"['cost_norm', 'acc_loss_norm', 'memory_norm']",greedy_MOO,"{'chair': 'model_46', 'car': 'model_46'}","['chair', 'car']",2,0.525928,16,44347377,5.970716476,0.003472162,2,16,0.704
142,( chair | car ),DNF,"['acc_loss_norm', 'cost_norm', 'memory_norm']",greedy_MOO,"{'chair': 'model_46', 'car': 'model_46'}","['chair', 'car']",2,0.525928,16,44347377,6.981611252,0.003472162,2,16,0.704
143,( chair | car ),DNF,"['acc_loss_norm', 'memory_norm', 'cost_norm']",greedy_MOO,"{'chair': 'model_46', 'car': 'model_46'}","['chair', 'car']",2,0.525928,16,44347377,5.003929138,0.003472162,2,16,0.704
144,( tv & bottle ) | ( dining_table ),DNF,"['memory_norm', 'cost_norm', 'acc_loss_norm']",weighted_sum,"{'tv': 'model_16', 'bottle': 'model_16', 'dining_table': 'model_16'}","['tv', 'bottle', 'dining_table']",3,0.913571672,18,142909075,13.00120354,0.007145223,2,18,0.745
145,( tv & bottle ) | ( dining_table ),DNF,"['memory_norm', 'acc_loss_norm', 'cost_norm']",weighted_sum,"{'tv': 'model_16', 'bottle': 'model_16', 'dining_table': 'model_16'}","['tv', 'bottle', 'dining_table']",3,0.913571672,18,142909075,11.96312904,0.007145223,2,18,0.745
146,( tv & bottle ) | ( dining_table ),DNF,"['cost_norm', 'memory_norm', 'acc_loss_norm']",weighted_sum,"{'tv': 'model_16', 'bottle': 'model_16', 'dining_table': 'model_16'}","['tv', 'bottle', 'dining_table']",3,0.913571672,18,142909075,14.00232315,0.007145223,2,18,0.745
147,( tv & bottle ) | ( dining_table ),DNF,"['cost_norm', 'acc_loss_norm', 'memory_norm']",weighted_sum,"{'tv': 'model_16', 'bottle': 'model_16', 'dining_table': 'model_16'}","['tv', 'bottle', 'dining_table']",3,0.913571672,18,142909075,13.96274567,0.007145223,2,18,0.745
148,( tv & bottle ) | ( dining_table ),DNF,"['acc_loss_norm', 'cost_norm', 'memory_norm']",weighted_sum,"{'tv': 'model_16', 'bottle': 'model_16', 'dining_table': 'model_16'}","['tv', 'bottle', 'dining_table']",3,0.913571672,18,142909075,12.96830177,0.007145223,2,18,0.745
149,( tv & bottle ) | ( dining_table ),DNF,"['acc_loss_norm', 'memory_norm', 'cost_norm']",weighted_sum,"{'tv': 'model_16', 'bottle': 'model_16', 'dining_table': 'model_16'}","['tv', 'bottle', 'dining_table']",3,0.913571672,18,142909075,12.9635334,0.007145223,2,18,0.745
150,( tv & bottle ) | ( dining_table ),DNF,"['memory_norm', 'cost_norm', 'acc_loss_norm']",lexicographic,"{'tv': 'model_46', 'bottle': 'model_46', 'dining_table': 'model_46'}","['tv', 'bottle', 'dining_table']",3,0.78458304,16,44347377,0,0.000152989,2,16,0.069
151,( tv & bottle ) | ( dining_table ),DNF,"['memory_norm', 'acc_loss_norm', 'cost_norm']",lexicographic,"{'tv': 'model_46', 'bottle': 'model_46', 'dining_table': 'model_46'}","['tv', 'bottle', 'dining_table']",3,0.78458304,16,44347377,0.998973846,0.000152989,2,16,0.069
152,( tv & bottle ) | ( dining_table ),DNF,"['cost_norm', 'memory_norm', 'acc_loss_norm']",lexicographic,"{'tv': 'model_46', 'bottle': 'model_46', 'dining_table': 'model_46'}","['tv', 'bottle', 'dining_table']",3,0.78458304,16,44347377,1.001596451,0.000152989,2,16,0.069
153,( tv & bottle ) | ( dining_table ),DNF,"['cost_norm', 'acc_loss_norm', 'memory_norm']",lexicographic,"{'tv': 'model_46', 'bottle': 'model_46', 'dining_table': 'model_46'}","['tv', 'bottle', 'dining_table']",3,0.78458304,16,44347377,0,0.000152989,2,16,0.069
154,( tv & bottle ) | ( dining_table ),DNF,"['acc_loss_norm', 'cost_norm', 'memory_norm']",lexicographic,"{'tv': 'model_46', 'bottle': 'model_46', 'dining_table': 'model_46'}","['tv', 'bottle', 'dining_table']",3,0.78458304,16,44347377,1.991033554,0.000152989,2,16,0.069
155,( tv & bottle ) | ( dining_table ),DNF,"['acc_loss_norm', 'memory_norm', 'cost_norm']",lexicographic,"{'tv': 'model_46', 'bottle': 'model_46', 'dining_table': 'model_46'}","['tv', 'bottle', 'dining_table']",3,0.78458304,16,44347377,0,0.000152989,2,16,0.069
156,( tv & bottle ) | ( dining_table ),DNF,"['memory_norm', 'cost_norm', 'acc_loss_norm']",weighted_min_max,"{'tv': 'model_16', 'bottle': 'model_16', 'dining_table': 'model_16'}","['tv', 'bottle', 'dining_table']",3,0.913571672,18,142909075,16.9634819,0.008081467,2,18,0.745
157,( tv & bottle ) | ( dining_table ),DNF,"['memory_norm', 'acc_loss_norm', 'cost_norm']",weighted_min_max,"{'tv': 'model_16', 'bottle': 'model_16', 'dining_table': 'model_16'}","['tv', 'bottle', 'dining_table']",3,0.913571672,18,142909075,16.96705818,0.008081467,2,18,0.745
158,( tv & bottle ) | ( dining_table ),DNF,"['cost_norm', 'memory_norm', 'acc_loss_norm']",weighted_min_max,"{'tv': 'model_16', 'bottle': 'model_16', 'dining_table': 'model_16'}","['tv', 'bottle', 'dining_table']",3,0.913571672,18,142909075,17.99702644,0.008081467,2,18,0.745
159,( tv & bottle ) | ( dining_table ),DNF,"['cost_norm', 'acc_loss_norm', 'memory_norm']",weighted_min_max,"{'tv': 'model_16', 'bottle': 'model_16', 'dining_table': 'model_16'}","['tv', 'bottle', 'dining_table']",3,0.913571672,18,142909075,17.973423,0.008081467,2,18,0.745
160,( tv & bottle ) | ( dining_table ),DNF,"['acc_loss_norm', 'cost_norm', 'memory_norm']",weighted_min_max,"{'tv': 'model_16', 'bottle': 'model_16', 'dining_table': 'model_16'}","['tv', 'bottle', 'dining_table']",3,0.913571672,18,142909075,20.99657059,0.008081467,2,18,0.745
161,( tv & bottle ) | ( dining_table ),DNF,"['acc_loss_norm', 'memory_norm', 'cost_norm']",weighted_min_max,"{'tv': 'model_16', 'bottle': 'model_16', 'dining_table': 'model_16'}","['tv', 'bottle', 'dining_table']",3,0.913571672,18,142909075,16.96395874,0.008081467,2,18,0.745
162,( tv & bottle ) | ( dining_table ),DNF,"['memory_norm', 'cost_norm', 'acc_loss_norm']",greedy_MOO,"{'tv': 'model_46', 'bottle': 'model_46', 'dining_table': 'model_46'}","['tv', 'bottle', 'dining_table']",3,0.78458304,16,44347377,7.957935333,0.005361042,2,16,0.069
163,( tv & bottle ) | ( dining_table ),DNF,"['memory_norm', 'acc_loss_norm', 'cost_norm']",greedy_MOO,"{'tv': 'model_46', 'bottle': 'model_46', 'dining_table': 'model_46'}","['tv', 'bottle', 'dining_table']",3,0.78458304,16,44347377,8.000135422,0.005361042,2,16,0.069
164,( tv & bottle ) | ( dining_table ),DNF,"['cost_norm', 'memory_norm', 'acc_loss_norm']",greedy_MOO,"{'tv': 'model_46', 'bottle': 'model_46', 'dining_table': 'model_46'}","['tv', 'bottle', 'dining_table']",3,0.78458304,16,44347377,7.961511612,0.005361042,2,16,0.069
165,( tv & bottle ) | ( dining_table ),DNF,"['cost_norm', 'acc_loss_norm', 'memory_norm']",greedy_MOO,"{'tv': 'model_46', 'bottle': 'model_46', 'dining_table': 'model_46'}","['tv', 'bottle', 'dining_table']",3,0.78458304,16,44347377,7.999658585,0.005361042,2,16,0.069
166,( tv & bottle ) | ( dining_table ),DNF,"['acc_loss_norm', 'cost_norm', 'memory_norm']",greedy_MOO,"{'tv': 'model_46', 'bottle': 'model_46', 'dining_table': 'model_46'}","['tv', 'bottle', 'dining_table']",3,0.78458304,16,44347377,9.004592896,0.005361042,2,16,0.069
167,( tv & bottle ) | ( dining_table ),DNF,"['acc_loss_norm', 'memory_norm', 'cost_norm']",greedy_MOO,"{'tv': 'model_46', 'bottle': 'model_46', 'dining_table': 'model_46'}","['tv', 'bottle', 'dining_table']",3,0.78458304,16,44347377,12.99762726,0.005361042,2,16,0.069
168,( chair & dining_table ) | ( person & tv ),DNF,"['memory_norm', 'cost_norm', 'acc_loss_norm']",weighted_sum,"{'chair': 'model_16', 'dining_table': 'model_16', 'person': 'model_16', 'tv': 'model_16'}","['chair', 'dining_table', 'person', 'tv']",4,0.940333677,18,142909075,17.96317101,0.010999953,2,18,0.756
169,( chair & dining_table ) | ( person & tv ),DNF,"['memory_norm', 'acc_loss_norm', 'cost_norm']",weighted_sum,"{'chair': 'model_16', 'dining_table': 'model_16', 'person': 'model_16', 'tv': 'model_16'}","['chair', 'dining_table', 'person', 'tv']",4,0.940333677,18,142909075,18.97168159,0.010999953,2,18,0.756
170,( chair & dining_table ) | ( person & tv ),DNF,"['cost_norm', 'memory_norm', 'acc_loss_norm']",weighted_sum,"{'chair': 'model_16', 'dining_table': 'model_16', 'person': 'model_16', 'tv': 'model_16'}","['chair', 'dining_table', 'person', 'tv']",4,0.940333677,18,142909075,20.00761032,0.010999953,2,18,0.756
171,( chair & dining_table ) | ( person & tv ),DNF,"['cost_norm', 'acc_loss_norm', 'memory_norm']",weighted_sum,"{'chair': 'model_16', 'dining_table': 'model_16', 'person': 'model_16', 'tv': 'model_16'}","['chair', 'dining_table', 'person', 'tv']",4,0.940333677,18,142909075,17.96412468,0.010999953,2,18,0.756
172,( chair & dining_table ) | ( person & tv ),DNF,"['acc_loss_norm', 'cost_norm', 'memory_norm']",weighted_sum,"{'chair': 'model_16', 'dining_table': 'model_16', 'person': 'model_16', 'tv': 'model_16'}","['chair', 'dining_table', 'person', 'tv']",4,0.940333677,18,142909075,18.96429062,0.010999953,2,18,0.756
