,name,query_index,query,constraint,bound,pass,precision,accuracy,auc,approach,recall,f1,len,cost,total_cost,objective_accuracy,objective_cost,result_index,bound_ratio
0,script_moo_136_dnf,0,(chair | car),cost,0,0,0.842,0.936,0.91,weighted_sum,0.866,0.854,773,18.0,18,0.698,18,"['000000417779.jpg', '000000458702.jpg', '000000326248.jpg', '000000540962.jpg', '000000488673.jpg', '000000530061.jpg', '000000268729.jpg', '000000195045.jpg', '000000542625.jpg', '000000537270.jpg', '000000246968.jpg', '000000244833.jpg', '000000345361.jpg', '000000295420.jpg', '000000553669.jpg', '000000209757.jpg', '000000328238.jpg', '000000373353.jpg', '000000567640.jpg', '000000237984.jpg', '000000465822.jpg', '000000263594.jpg', '000000203294.jpg', '000000261982.jpg', '000000419653.jpg', '000000543047.jpg', '000000260925.jpg', '000000513567.jpg', '000000521141.jpg', '000000481390.jpg', '000000566282.jpg', '000000511599.jpg', '000000333237.jpg', '000000450399.jpg', '000000414385.jpg', '000000182162.jpg', '000000263463.jpg', '000000371042.jpg', '000000288584.jpg', '000000344909.jpg', '000000214720.jpg', '000000408120.jpg', '000000334555.jpg', '000000368752.jpg', '000000577932.jpg', '000000369812.jpg', '000000462904.jpg', '000000350023.jpg', '000000221708.jpg', '000000537506.jpg', '000000181796.jpg', '000000546964.jpg', '000000284445.jpg', '000000526392.jpg', '000000424975.jpg', '000000433774.jpg', '000000312421.jpg', '000000303863.jpg', '000000434459.jpg', '000000460333.jpg', '000000427500.jpg', '000000410456.jpg', '000000483999.jpg', '000000480944.jpg', '000000336658.jpg', '000000422836.jpg', '000000180487.jpg', '000000236426.jpg', '000000357737.jpg', '000000564336.jpg', '000000472678.jpg', '000000527427.jpg', '000000345252.jpg', '000000229849.jpg', '000000578500.jpg', '000000344621.jpg', '000000372466.jpg', '000000276055.jpg', '000000276720.jpg', '000000176037.jpg', '000000286182.jpg', '000000513688.jpg', '000000479030.jpg', '000000415716.jpg', '000000383289.jpg', '000000311002.jpg', '000000498286.jpg', '000000550349.jpg', '000000212573.jpg', '000000334006.jpg', '000000376625.jpg', '000000380706.jpg', '000000462629.jpg', '000000429623.jpg', '000000442323.jpg', '000000209222.jpg', '000000488251.jpg', '000000231508.jpg', '000000553511.jpg', '000000389566.jpg', '000000518770.jpg', '000000568710.jpg', '000000176606.jpg', '000000546219.jpg', '000000293071.jpg', '000000460347.jpg', '000000537672.jpg', '000000319369.jpg', '000000416534.jpg', '000000211674.jpg', '000000182923.jpg', '000000290163.jpg', '000000345356.jpg', '000000281759.jpg', '000000290833.jpg', '000000279774.jpg', '000000569059.jpg', '000000240023.jpg', '000000217285.jpg', '000000492110.jpg', '000000433204.jpg', '000000421455.jpg', '000000314914.jpg', '000000545100.jpg', '000000227511.jpg', '000000208423.jpg', '000000231879.jpg', '000000350148.jpg', '000000220732.jpg', '000000192607.jpg', '000000568147.jpg', '000000464824.jpg', '000000571718.jpg', '000000424162.jpg', '000000327601.jpg', '000000414673.jpg', '000000277197.jpg', '000000506454.jpg', '000000254814.jpg', '000000436617.jpg', '000000288042.jpg', '000000179898.jpg', '000000336053.jpg', '000000511999.jpg', '000000268378.jpg', '000000393093.jpg', '000000355240.jpg', '000000568290.jpg', '000000189820.jpg', '000000231822.jpg', '000000539445.jpg', '000000368335.jpg', '000000555597.jpg', '000000218091.jpg', '000000376307.jpg', '000000181816.jpg', '000000488075.jpg', '000000324258.jpg', '000000260261.jpg', '000000297578.jpg', '000000500478.jpg', '000000426203.jpg', '000000437239.jpg', '000000499266.jpg', '000000456394.jpg', '000000255917.jpg', '000000273711.jpg', '000000289594.jpg', '000000580418.jpg', '000000204871.jpg', '000000568814.jpg', '000000239318.jpg', '000000293858.jpg', '000000419974.jpg', '000000313588.jpg', '000000404678.jpg', '000000410712.jpg', '000000530099.jpg', '000000439180.jpg', '000000388846.jpg', '000000555050.jpg', '000000441247.jpg', '000000425925.jpg', '000000367095.jpg', '000000385997.jpg', '000000367680.jpg', '000000579970.jpg', '000000184324.jpg', '000000224051.jpg', '000000410880.jpg', '000000210394.jpg', '000000228436.jpg', '000000242934.jpg', '000000205105.jpg', '000000247917.jpg', '000000513181.jpg', '000000522889.jpg', '000000419408.jpg', '000000498709.jpg', '000000556193.jpg', '000000194832.jpg', '000000476119.jpg', '000000368684.jpg', '000000189775.jpg', '000000281414.jpg', '000000507235.jpg', '000000447342.jpg', '000000464251.jpg', '000000338625.jpg', '000000207844.jpg', '000000542776.jpg', '000000491216.jpg', '000000453302.jpg', '000000528980.jpg', '000000494863.jpg', '000000227898.jpg', '000000230008.jpg', '000000185157.jpg', '000000278749.jpg', '000000356612.jpg', '000000240250.jpg', '000000579070.jpg', '000000571857.jpg', '000000494188.jpg', '000000173302.jpg', '000000322864.jpg', '000000462756.jpg', '000000365208.jpg', '000000369751.jpg', '000000211120.jpg', '000000174482.jpg', '000000507975.jpg', '000000292997.jpg', '000000551822.jpg', '000000194724.jpg', '000000520659.jpg', '000000429109.jpg', '000000366884.jpg', '000000296224.jpg', '000000322895.jpg', '000000280710.jpg', '000000484404.jpg', '000000181753.jpg', '000000463618.jpg', '000000520009.jpg', '000000295809.jpg', '000000545826.jpg', '000000285047.jpg', '000000196759.jpg', '000000496722.jpg', '000000381971.jpg', '000000269932.jpg', '000000271116.jpg', '000000290248.jpg', '000000245026.jpg', '000000206487.jpg', '000000565012.jpg', '000000395701.jpg', '000000338718.jpg', '000000259597.jpg', '000000474452.jpg', '000000338905.jpg', '000000248314.jpg', '000000259690.jpg', '000000468501.jpg', '000000367195.jpg', '000000213224.jpg', '000000368900.jpg', '000000521052.jpg', '000000450303.jpg', '000000560474.jpg', '000000310072.jpg', '000000342128.jpg', '000000215072.jpg', '000000309964.jpg', '000000553664.jpg', '000000438017.jpg', '000000442746.jpg', '000000294831.jpg', '000000274272.jpg', '000000286458.jpg', '000000376284.jpg', '000000540502.jpg', '000000319935.jpg', '000000532481.jpg', '000000470121.jpg', '000000299887.jpg', '000000491867.jpg', '000000515077.jpg', '000000558558.jpg', '000000224724.jpg', '000000220310.jpg', '000000541123.jpg', '000000567197.jpg', '000000482319.jpg', '000000239857.jpg', '000000372260.jpg', '000000411754.jpg', '000000201426.jpg', '000000233238.jpg', '000000416885.jpg', '000000480936.jpg', '000000454798.jpg', '000000521259.jpg', '000000264441.jpg', '000000278705.jpg', '000000301376.jpg', '000000500211.jpg', '000000237118.jpg', '000000306700.jpg', '000000419601.jpg', '000000382009.jpg', '000000570782.jpg', '000000561679.jpg', '000000407614.jpg', '000000500613.jpg', '000000260105.jpg', '000000535608.jpg', '000000198489.jpg', '000000289938.jpg', '000000403122.jpg', '000000491008.jpg', '000000534394.jpg', '000000195754.jpg', '000000435208.jpg', '000000195918.jpg', '000000256916.jpg', '000000296231.jpg', '000000296649.jpg', '000000365642.jpg', '000000275198.jpg', '000000187734.jpg', '000000563882.jpg', '000000412531.jpg', '000000289741.jpg', '000000326627.jpg', '000000266981.jpg', '000000195842.jpg', '000000550714.jpg', '000000323571.jpg', '000000207306.jpg', '000000459662.jpg', '000000463647.jpg', '000000343976.jpg', '000000384527.jpg', '000000367386.jpg', '000000201646.jpg', '000000426268.jpg', '000000413689.jpg', '000000344888.jpg', '000000191013.jpg', '000000213445.jpg', '000000565391.jpg', '000000464089.jpg', '000000563653.jpg', '000000517069.jpg', '000000417608.jpg', '000000177861.jpg', '000000415194.jpg', '000000336587.jpg', '000000507081.jpg', '000000213593.jpg', '000000297681.jpg', '000000550691.jpg', '000000446651.jpg', '000000423617.jpg', '000000236845.jpg', '000000197528.jpg', '000000379476.jpg', '000000356169.jpg', '000000538458.jpg', '000000416343.jpg', '000000378284.jpg', '000000226147.jpg', '000000354753.jpg', '000000246308.jpg', '000000196141.jpg', '000000213605.jpg', '000000537812.jpg', '000000339870.jpg', '000000523241.jpg', '000000497599.jpg', '000000477227.jpg', '000000424721.jpg', '000000335177.jpg', '000000258793.jpg', '000000458325.jpg', '000000429011.jpg', '000000453001.jpg', '000000363188.jpg', '000000505942.jpg', '000000527220.jpg', '000000193717.jpg', '000000340894.jpg', '000000563470.jpg', '000000517056.jpg', '000000236914.jpg', '000000409424.jpg', '000000329319.jpg', '000000461009.jpg', '000000226802.jpg', '000000539962.jpg', '000000533816.jpg', '000000411938.jpg', '000000482978.jpg', '000000427055.jpg', '000000329455.jpg', '000000535523.jpg', '000000435003.jpg', '000000579902.jpg', '000000248111.jpg', '000000232538.jpg', '000000222735.jpg', '000000391290.jpg', '000000297085.jpg', '000000449661.jpg', '000000491213.jpg', '000000409211.jpg', '000000315187.jpg', '000000192716.jpg', '000000542423.jpg', '000000224119.jpg', '000000293200.jpg', '000000444142.jpg', '000000356387.jpg', '000000277005.jpg', '000000427655.jpg', '000000476770.jpg', '000000449312.jpg', '000000290179.jpg', '000000440475.jpg', '000000546325.jpg', '000000507797.jpg', '000000418696.jpg', '000000520531.jpg', '000000228144.jpg', '000000328430.jpg', '000000570456.jpg', '000000177489.jpg', '000000415238.jpg', '000000384468.jpg', '000000414510.jpg', '000000284725.jpg', '000000313454.jpg', '000000325347.jpg', '000000277051.jpg', '000000476704.jpg', '000000397354.jpg', '000000177934.jpg', '000000300276.jpg', '000000519569.jpg', '000000333402.jpg', '000000200961.jpg', '000000389109.jpg', '000000575970.jpg', '000000319607.jpg', '000000480021.jpg', '000000504415.jpg', '000000283038.jpg', '000000466156.jpg', '000000238410.jpg', '000000329614.jpg', '000000378673.jpg', '000000398742.jpg', '000000336232.jpg', '000000536947.jpg', '000000213255.jpg', '000000420840.jpg', '000000323151.jpg', '000000352582.jpg', '000000245320.jpg', '000000183246.jpg', '000000185802.jpg', '000000239041.jpg', '000000478474.jpg', '000000463730.jpg', '000000179642.jpg', '000000532901.jpg', '000000457884.jpg', '000000198805.jpg', '000000275749.jpg', '000000407868.jpg', '000000493905.jpg', '000000363666.jpg', '000000269632.jpg', '000000415741.jpg', '000000315450.jpg', '000000416451.jpg', '000000260470.jpg', '000000414133.jpg', '000000479126.jpg', '000000242411.jpg', '000000301421.jpg', '000000556000.jpg', '000000308531.jpg', '000000491464.jpg', '000000278848.jpg', '000000304365.jpg', '000000397303.jpg', '000000428867.jpg', '000000361147.jpg', '000000302536.jpg', '000000538364.jpg', '000000351810.jpg', '000000338428.jpg', '000000400367.jpg', '000000202339.jpg', '000000334371.jpg', '000000563267.jpg', '000000226417.jpg', '000000361142.jpg', '000000527784.jpg', '000000229659.jpg', '000000446522.jpg', '000000343496.jpg', '000000179265.jpg', '000000529568.jpg', '000000371699.jpg', '000000442456.jpg', '000000430073.jpg', '000000269942.jpg', '000000404534.jpg', '000000264535.jpg', '000000570688.jpg', '000000568584.jpg', '000000177893.jpg', '000000478721.jpg', '000000200839.jpg', '000000298396.jpg', '000000189475.jpg', '000000213547.jpg', '000000303305.jpg', '000000341058.jpg', '000000459500.jpg', '000000382125.jpg', '000000468124.jpg', '000000549930.jpg', '000000463849.jpg', '000000338986.jpg', '000000570471.jpg', '000000255536.jpg', '000000512564.jpg', '000000257084.jpg', '000000525083.jpg', '000000426795.jpg', '000000461751.jpg', '000000353970.jpg', '000000322352.jpg', '000000526728.jpg', '000000577976.jpg', '000000273420.jpg', '000000213422.jpg', '000000286553.jpg', '000000233033.jpg', '000000341921.jpg', '000000369310.jpg', '000000297084.jpg', '000000515025.jpg', '000000559513.jpg', '000000493286.jpg', '000000379800.jpg', '000000361506.jpg', '000000460147.jpg', '000000453841.jpg', '000000386210.jpg', '000000349860.jpg', '000000554291.jpg', '000000356248.jpg', '000000580410.jpg', '000000566758.jpg', '000000507667.jpg', '000000394510.jpg', '000000476810.jpg', '000000224807.jpg', '000000325838.jpg', '000000378139.jpg', '000000519764.jpg', '000000363461.jpg', '000000290771.jpg', '000000215723.jpg', '000000530975.jpg', '000000305695.jpg', '000000350003.jpg', '000000486040.jpg', '000000554266.jpg', '000000546823.jpg', '000000303818.jpg', '000000515266.jpg', '000000189436.jpg', '000000467315.jpg', '000000292082.jpg', '000000214200.jpg', '000000511760.jpg', '000000396526.jpg', '000000495146.jpg', '000000472046.jpg', '000000276284.jpg', '000000210273.jpg', '000000453584.jpg', '000000458768.jpg', '000000183709.jpg', '000000492077.jpg', '000000223182.jpg', '000000281409.jpg', '000000453341.jpg', '000000374982.jpg', '000000184611.jpg', '000000471893.jpg', '000000543043.jpg', '000000366141.jpg', '000000332845.jpg', '000000532761.jpg', '000000203488.jpg', '000000292446.jpg', '000000234366.jpg', '000000489764.jpg', '000000338560.jpg', '000000351530.jpg', '000000484029.jpg', '000000241668.jpg', '000000425221.jpg', '000000194875.jpg', '000000356424.jpg', '000000578871.jpg', '000000231831.jpg', '000000243867.jpg', '000000517832.jpg', '000000201934.jpg', '000000208363.jpg', '000000490936.jpg', '000000307074.jpg', '000000175438.jpg', '000000438774.jpg', '000000527029.jpg', '000000180878.jpg', '000000205514.jpg', '000000392722.jpg', '000000313130.jpg', '000000283318.jpg', '000000297562.jpg', '000000439623.jpg', '000000504074.jpg', '000000190648.jpg', '000000279714.jpg', '000000329219.jpg', '000000336356.jpg', '000000537991.jpg', '000000526751.jpg', '000000190236.jpg', '000000377946.jpg', '000000216497.jpg', '000000515828.jpg', '000000222825.jpg', '000000499768.jpg', '000000183391.jpg', '000000303653.jpg', '000000375430.jpg', '000000393226.jpg', '000000222094.jpg', '000000499775.jpg', '000000432898.jpg', '000000485844.jpg', '000000427256.jpg', '000000436883.jpg', '000000366178.jpg', '000000287291.jpg', '000000219271.jpg', '000000283037.jpg', '000000395801.jpg', '000000210099.jpg', '000000467848.jpg', '000000237517.jpg', '000000416104.jpg', '000000488166.jpg', '000000514376.jpg', '000000521819.jpg', '000000464358.jpg', '000000221754.jpg', '000000386352.jpg', '000000343218.jpg', '000000521717.jpg', '000000426372.jpg', '000000565563.jpg', '000000361238.jpg', '000000235836.jpg', '000000306139.jpg', '000000230983.jpg', '000000394940.jpg', '000000189213.jpg', '000000436738.jpg', '000000508602.jpg', '000000506707.jpg', '000000499181.jpg', '000000473821.jpg', '000000569030.jpg', '000000327890.jpg', '000000555972.jpg', '000000244379.jpg', '000000355325.jpg', '000000433515.jpg', '000000549220.jpg', '000000301135.jpg', '000000242946.jpg', '000000346232.jpg', '000000410650.jpg', '000000509699.jpg', '000000192670.jpg', '000000491497.jpg', '000000351609.jpg', '000000559842.jpg', '000000573094.jpg', '000000233825.jpg', '000000186980.jpg', '000000261318.jpg', '000000394206.jpg', '000000274411.jpg', '000000396200.jpg', '000000458663.jpg', '000000484351.jpg', '000000492758.jpg', '000000296222.jpg', '000000534041.jpg', '000000559543.jpg', '000000302030.jpg', '000000189310.jpg', '000000304404.jpg', '000000276285.jpg', '000000311303.jpg', '000000460683.jpg', '000000475484.jpg', '000000530470.jpg', '000000313182.jpg', '000000188296.jpg', '000000320232.jpg', '000000572678.jpg', '000000260106.jpg', '000000365207.jpg', '000000181542.jpg', '000000228942.jpg', '000000303713.jpg', '000000338624.jpg', '000000382111.jpg', '000000174231.jpg', '000000180101.jpg', '000000206579.jpg', '000000494634.jpg', '000000480122.jpg', '000000354829.jpg', '000000344029.jpg', '000000249129.jpg', '000000416991.jpg', '000000324158.jpg', '000000260266.jpg', '000000276707.jpg', '000000468332.jpg', '000000309391.jpg', '000000326082.jpg', '000000516916.jpg', '000000549738.jpg', '000000356432.jpg', '000000340175.jpg', '000000273198.jpg', '000000454661.jpg', '000000441468.jpg', '000000534639.jpg', '000000482487.jpg', '000000470924.jpg', '000000575243.jpg', '000000334309.jpg', '000000231169.jpg', '000000225532.jpg', '000000357816.jpg', '000000428280.jpg']",0.0
1,script_moo_30_cnf,1,(tv & bottle) | cup,cost,0,0,0.762,0.958,0.853,weighted_sum,0.728,0.745,281,42.0,42,0.812,42,"['000000509451.jpg', '000000287347.jpg', '000000488673.jpg', '000000357888.jpg', '000000537270.jpg', '000000246968.jpg', '000000345361.jpg', '000000565776.jpg', '000000434479.jpg', '000000419653.jpg', '000000543047.jpg', '000000450399.jpg', '000000214720.jpg', '000000350679.jpg', '000000368752.jpg', '000000229358.jpg', '000000181796.jpg', '000000476787.jpg', '000000179141.jpg', '000000483999.jpg', '000000460494.jpg', '000000180487.jpg', '000000527750.jpg', '000000472678.jpg', '000000400082.jpg', '000000463283.jpg', '000000210520.jpg', '000000417285.jpg', '000000372466.jpg', '000000276055.jpg', '000000300233.jpg', '000000541634.jpg', '000000312406.jpg', '000000284106.jpg', '000000226171.jpg', '000000546219.jpg', '000000473406.jpg', '000000554838.jpg', '000000290163.jpg', '000000345356.jpg', '000000532129.jpg', '000000492110.jpg', '000000350148.jpg', '000000318114.jpg', '000000232489.jpg', '000000494913.jpg', '000000173371.jpg', '000000555009.jpg', '000000436617.jpg', '000000268378.jpg', '000000347335.jpg', '000000189820.jpg', '000000231822.jpg', '000000293625.jpg', '000000568814.jpg', '000000371677.jpg', '000000293858.jpg', '000000187249.jpg', '000000322959.jpg', '000000206027.jpg', '000000419974.jpg', '000000404678.jpg', '000000199771.jpg', '000000367095.jpg', '000000578922.jpg', '000000189752.jpg', '000000528399.jpg', '000000565853.jpg', '000000462576.jpg', '000000178028.jpg', '000000536073.jpg', '000000535253.jpg', '000000455597.jpg', '000000286908.jpg', '000000240250.jpg', '000000579070.jpg', '000000173302.jpg', '000000487583.jpg', '000000551822.jpg', '000000191580.jpg', '000000194724.jpg', '000000255165.jpg', '000000470773.jpg', '000000376365.jpg', '000000285047.jpg', '000000223789.jpg', '000000346703.jpg', '000000352900.jpg', '000000271116.jpg', '000000245026.jpg', '000000271728.jpg', '000000338905.jpg', '000000248314.jpg', '000000239717.jpg', '000000337498.jpg', '000000285349.jpg', '000000450303.jpg', '000000551660.jpg', '000000485424.jpg', '000000215072.jpg', '000000294831.jpg', '000000457078.jpg', '000000462371.jpg', '000000231527.jpg', '000000441491.jpg', '000000363207.jpg', '000000466085.jpg', '000000579655.jpg', '000000201426.jpg', '000000405691.jpg', '000000227044.jpg', '000000344100.jpg', '000000177213.jpg', '000000322429.jpg', '000000562059.jpg', '000000365385.jpg', '000000353051.jpg', '000000260105.jpg', '000000334483.jpg', '000000509824.jpg', '000000331569.jpg', '000000435081.jpg', '000000256916.jpg', '000000275198.jpg', '000000384651.jpg', '000000195165.jpg', '000000265518.jpg', '000000384527.jpg', '000000482275.jpg', '000000367386.jpg', '000000402346.jpg', '000000382696.jpg', '000000530146.jpg', '000000360393.jpg', '000000226147.jpg', '000000277020.jpg', '000000178469.jpg', '000000292060.jpg', '000000327769.jpg', '000000310200.jpg', '000000340894.jpg', '000000517056.jpg', '000000496571.jpg', '000000411938.jpg', '000000329455.jpg', '000000370270.jpg', '000000349480.jpg', '000000244750.jpg', '000000298697.jpg', '000000547336.jpg', '000000283268.jpg', '000000520871.jpg', '000000419312.jpg', '000000186632.jpg', '000000508370.jpg', '000000175364.jpg', '000000369757.jpg', '000000256518.jpg', '000000177489.jpg', '000000346638.jpg', '000000313454.jpg', '000000397354.jpg', '000000184384.jpg', '000000300276.jpg', '000000325483.jpg', '000000301718.jpg', '000000250137.jpg', '000000266768.jpg', '000000377368.jpg', '000000575970.jpg', '000000238410.jpg', '000000450100.jpg', '000000479732.jpg', '000000323151.jpg', '000000239041.jpg', '000000511453.jpg', '000000480212.jpg', '000000492878.jpg', '000000275749.jpg', '000000363666.jpg', '000000173383.jpg', '000000416451.jpg', '000000307172.jpg', '000000236721.jpg', '000000243626.jpg', '000000292024.jpg', '000000563267.jpg', '000000376093.jpg', '000000529568.jpg', '000000468505.jpg', '000000175535.jpg', '000000300039.jpg', '000000481386.jpg', '000000298396.jpg', '000000189475.jpg', '000000382125.jpg', '000000209530.jpg', '000000414638.jpg', '000000242060.jpg', '000000570471.jpg', '000000437898.jpg', '000000287714.jpg', '000000279730.jpg', '000000255824.jpg', '000000253452.jpg', '000000333772.jpg', '000000273420.jpg', '000000550322.jpg', '000000286553.jpg', '000000297084.jpg', '000000515025.jpg', '000000559513.jpg', '000000463527.jpg', '000000290768.jpg', '000000356248.jpg', '000000216636.jpg', '000000324927.jpg', '000000224807.jpg', '000000329456.jpg', '000000215778.jpg', '000000215723.jpg', '000000486040.jpg', '000000355257.jpg', '000000349152.jpg', '000000474786.jpg', '000000374982.jpg', '000000471893.jpg', '000000546626.jpg', '000000532761.jpg', '000000378605.jpg', '000000292446.jpg', '000000484978.jpg', '000000211825.jpg', '000000571598.jpg', '000000319617.jpg', '000000239627.jpg', '000000549674.jpg', '000000356424.jpg', '000000231580.jpg', '000000192904.jpg', '000000347254.jpg', '000000438774.jpg', '000000376322.jpg', '000000329219.jpg', '000000190236.jpg', '000000283412.jpg', '000000499313.jpg', '000000194940.jpg', '000000488166.jpg', '000000182417.jpg', '000000381587.jpg', '000000361238.jpg', '000000251824.jpg', '000000558854.jpg', '000000284623.jpg', '000000383606.jpg', '000000562843.jpg', '000000355325.jpg', '000000501523.jpg', '000000242946.jpg', '000000513041.jpg', '000000423506.jpg', '000000296222.jpg', '000000276285.jpg', '000000311303.jpg', '000000502737.jpg', '000000387098.jpg', '000000572678.jpg', '000000396729.jpg', '000000246436.jpg', '000000422998.jpg', '000000256407.jpg', '000000210032.jpg', '000000520077.jpg', '000000570169.jpg', '000000356432.jpg', '000000283113.jpg', '000000468925.jpg', '000000203629.jpg', '000000470924.jpg', '000000356531.jpg']",0.0
2,script_moo_100_cnf,4,(bottle & person) | (bowl & car) | (tv & cup),cost,0,0,0.726,0.973,0.847,weighted_sum,0.708,0.717,164,18.0,18,0.913,18,"['000000287347.jpg', '000000246968.jpg', '000000345361.jpg', '000000460841.jpg', '000000465822.jpg', '000000214720.jpg', '000000350679.jpg', '000000229358.jpg', '000000179141.jpg', '000000182611.jpg', '000000483999.jpg', '000000564336.jpg', '000000527427.jpg', '000000276055.jpg', '000000286182.jpg', '000000541773.jpg', '000000226171.jpg', '000000473406.jpg', '000000345356.jpg', '000000492110.jpg', '000000494913.jpg', '000000555009.jpg', '000000231339.jpg', '000000336053.jpg', '000000189820.jpg', '000000474167.jpg', '000000521509.jpg', '000000324258.jpg', '000000320490.jpg', '000000568814.jpg', '000000371677.jpg', '000000494869.jpg', '000000293858.jpg', '000000187249.jpg', '000000419974.jpg', '000000199771.jpg', '000000441247.jpg', '000000367095.jpg', '000000402720.jpg', '000000385029.jpg', '000000565853.jpg', '000000425361.jpg', '000000559956.jpg', '000000369037.jpg', '000000497344.jpg', '000000207844.jpg', '000000432085.jpg', '000000280891.jpg', '000000579070.jpg', '000000173302.jpg', '000000211120.jpg', '000000255165.jpg', '000000294350.jpg', '000000470773.jpg', '000000473869.jpg', '000000346703.jpg', '000000439525.jpg', '000000450303.jpg', '000000215072.jpg', '000000227491.jpg', '000000457078.jpg', '000000579655.jpg', '000000425226.jpg', '000000233238.jpg', '000000552775.jpg', '000000548339.jpg', '000000289938.jpg', '000000491008.jpg', '000000312192.jpg', '000000275198.jpg', '000000233370.jpg', '000000416343.jpg', '000000540414.jpg', '000000384808.jpg', '000000340894.jpg', '000000322163.jpg', '000000523100.jpg', '000000226903.jpg', '000000244750.jpg', '000000180751.jpg', '000000297353.jpg', '000000186632.jpg', '000000520264.jpg', '000000391722.jpg', '000000417632.jpg', '000000177489.jpg', '000000313454.jpg', '000000397354.jpg', '000000177934.jpg', '000000325483.jpg', '000000301718.jpg', '000000389109.jpg', '000000238410.jpg', '000000213255.jpg', '000000323151.jpg', '000000179642.jpg', '000000275749.jpg', '000000416451.jpg', '000000563267.jpg', '000000529568.jpg', '000000523807.jpg', '000000468505.jpg', '000000300039.jpg', '000000481386.jpg', '000000189475.jpg', '000000213547.jpg', '000000568195.jpg', '000000209530.jpg', '000000570471.jpg', '000000308328.jpg', '000000279730.jpg', '000000426795.jpg', '000000400794.jpg', '000000564091.jpg', '000000333772.jpg', '000000513283.jpg', '000000286553.jpg', '000000297084.jpg', '000000515025.jpg', '000000356248.jpg', '000000224807.jpg', '000000390826.jpg', '000000355257.jpg', '000000414034.jpg', '000000223182.jpg', '000000532058.jpg', '000000215114.jpg', '000000532761.jpg', '000000292446.jpg', '000000330818.jpg', '000000549674.jpg', '000000194875.jpg', '000000498747.jpg', '000000356424.jpg', '000000438774.jpg', '000000297562.jpg', '000000376322.jpg', '000000377239.jpg', '000000336356.jpg', '000000267169.jpg', '000000190236.jpg', '000000515828.jpg', '000000465129.jpg', '000000393569.jpg', '000000507473.jpg', '000000416104.jpg', '000000492362.jpg', '000000381587.jpg', '000000251824.jpg', '000000306139.jpg', '000000280918.jpg', '000000383606.jpg', '000000484351.jpg', '000000534041.jpg', '000000387098.jpg', '000000458992.jpg', '000000246436.jpg', '000000447169.jpg', '000000422998.jpg', '000000273198.jpg', '000000470924.jpg', '000000356531.jpg', '000000578489.jpg', '000000187243.jpg']",0.0
