,Query_num,query,model_type,NF,preference_type,num_pred,MOO_method,opt_acc,opt_cost,opt_mem,comp_time,output_flag
49,0,"[['spoon'], ['handbag']]",model_opt,DNF,"['memory_norm', 'cost_norm', 'acc_loss_norm']",2,weighted_min_max,0.788675,56.0,29590.0,31.212806701660156,2
50,0,"[['spoon'], ['handbag']]",order_opt,CNF,"['memory_norm', 'cost_norm', 'acc_loss_norm']",2,weighted_min_max,0.372695,54.01663893,684775.0,31.246423721313477,2
51,0,"[['spoon'], ['handbag']]",order_opt,DNF,"['memory_norm', 'cost_norm', 'acc_loss_norm']",2,weighted_min_max,0.8202550000000006,30.370029059999965,196680.0,62.46662139892578,2
52,0,"[['spoon'], ['handbag']]",model_opt,CNF,"[['memory_norm', 'cost_norm', 'acc_loss_norm']]",2,weighted_min_max,0.372695,131.0,684775.0,15.625715255737305,2
53,0,"[['spoon'], ['handbag']]",model_opt,DNF,"[['memory_norm', 'cost_norm', 'acc_loss_norm']]",2,weighted_min_max,0.7884739999999999,30.0,16500.0,16.09015464782715,2
54,0,"[['spoon'], ['handbag']]",order_opt,CNF,"[['memory_norm', 'cost_norm', 'acc_loss_norm']]",2,weighted_min_max,0.372695,54.01663893,684775.0,31.763792037963867,2
55,0,"[['spoon'], ['handbag']]",order_opt,DNF,"[['memory_norm', 'cost_norm', 'acc_loss_norm']]",2,weighted_min_max,0.8154250000000001,23.37002905999998,182575.0,62.97564506530762,2
56,0,"[['spoon'], ['handbag']]",model_opt,CNF,"['memory_norm', ['cost_norm', 'acc_loss_norm']]",2,weighted_min_max,0.372695,131.0,684775.0,24.67036247253418,2
57,0,"[['spoon'], ['handbag']]",model_opt,DNF,"['memory_norm', ['cost_norm', 'acc_loss_norm']]",2,weighted_min_max,0.7884739999999999,30.0,16500.0,15.625953674316406,2
58,0,"[['spoon'], ['handbag']]",order_opt,CNF,"['memory_norm', ['cost_norm', 'acc_loss_norm']]",2,weighted_min_max,0.372695,54.01663893,684775.0,31.255722045898438,2
59,0,"[['spoon'], ['handbag']]",order_opt,DNF,"['memory_norm', ['cost_norm', 'acc_loss_norm']]",2,weighted_min_max,0.8188750000000005,27.370029059999986,188775.0,78.13692092895508,2
60,0,"[['spoon'], ['handbag']]",model_opt,CNF,"[['memory_norm', 'cost_norm'], 'acc_loss_norm']",2,weighted_min_max,0.372695,131.0,684775.0,15.629291534423828,2
61,0,"[['spoon'], ['handbag']]",model_opt,DNF,"[['memory_norm', 'cost_norm'], 'acc_loss_norm']",2,weighted_min_max,0.794205,63.0,43695.0,31.244993209838867,2
62,0,"[['spoon'], ['handbag']]",order_opt,CNF,"[['memory_norm', 'cost_norm'], 'acc_loss_norm']",2,weighted_min_max,0.372695,54.01663893,684775.0,31.253576278686523,2
63,0,"[['spoon'], ['handbag']]",order_opt,DNF,"[['memory_norm', 'cost_norm'], 'acc_loss_norm']",2,weighted_min_max,0.8202550000000006,30.37002905999998,196680.0,47.284603118896484,2
64,0,"[['spoon'], ['handbag']]",model_opt,CNF,"['memory_norm', 'cost_norm', 'acc_loss_norm']",2,exponential_weighted_criterion,0.0,7473.0,39279085.0,15.623092651367188,3
65,0,"[['spoon'], ['handbag']]",model_opt,DNF,"['memory_norm', 'cost_norm', 'acc_loss_norm']",2,exponential_weighted_criterion,0.0,7473.0,39279085.0,16.09492301940918,3
66,0,"[['spoon'], ['handbag']]",order_opt,CNF,"['memory_norm', 'cost_norm', 'acc_loss_norm']",2,exponential_weighted_criterion,0.0,7473.0,39279085.0,31.716108322143555,3
67,0,"[['spoon'], ['handbag']]",order_opt,DNF,"['memory_norm', 'cost_norm', 'acc_loss_norm']",2,exponential_weighted_criterion,0.0,7473.0,39279085.0,31.7230224609375,3
68,0,"[['spoon'], ['handbag']]",model_opt,CNF,"[['memory_norm', 'cost_norm', 'acc_loss_norm']]",2,exponential_weighted_criterion,0.0,7473.0,39279085.0,15.628814697265625,3
69,0,"[['spoon'], ['handbag']]",model_opt,DNF,"[['memory_norm', 'cost_norm', 'acc_loss_norm']]",2,exponential_weighted_criterion,0.0,7473.0,39279085.0,22.170066833496094,3
70,0,"[['spoon'], ['handbag']]",order_opt,CNF,"[['memory_norm', 'cost_norm', 'acc_loss_norm']]",2,exponential_weighted_criterion,0.0,7473.0,39279085.0,47.34396934509277,3
71,0,"[['spoon'], ['handbag']]",order_opt,DNF,"[['memory_norm', 'cost_norm', 'acc_loss_norm']]",2,exponential_weighted_criterion,0.0,7473.0,39279085.0,33.7984561920166,3
72,0,"[['spoon'], ['handbag']]",model_opt,CNF,"['memory_norm', ['cost_norm', 'acc_loss_norm']]",2,exponential_weighted_criterion,0.0,7473.0,39279085.0,15.629291534423828,3
73,0,"[['spoon'], ['handbag']]",model_opt,DNF,"['memory_norm', ['cost_norm', 'acc_loss_norm']]",2,exponential_weighted_criterion,0.0,7473.0,39279085.0,15.62643051147461,3
74,0,"[['spoon'], ['handbag']]",order_opt,CNF,"['memory_norm', ['cost_norm', 'acc_loss_norm']]",2,exponential_weighted_criterion,0.0,7473.0,39279085.0,31.254291534423828,3
75,0,"[['spoon'], ['handbag']]",order_opt,DNF,"['memory_norm', ['cost_norm', 'acc_loss_norm']]",2,exponential_weighted_criterion,0.0,7473.0,39279085.0,31.252622604370117,3
76,0,"[['spoon'], ['handbag']]",model_opt,CNF,"[['memory_norm', 'cost_norm'], 'acc_loss_norm']",2,exponential_weighted_criterion,0.0,7473.0,39279085.0,15.678644180297852,3
77,0,"[['spoon'], ['handbag']]",model_opt,DNF,"[['memory_norm', 'cost_norm'], 'acc_loss_norm']",2,exponential_weighted_criterion,0.0,7473.0,39279085.0,15.616655349731445,3
78,0,"[['spoon'], ['handbag']]",order_opt,CNF,"[['memory_norm', 'cost_norm'], 'acc_loss_norm']",2,exponential_weighted_criterion,0.0,7473.0,39279085.0,31.250953674316406,3
79,0,"[['spoon'], ['handbag']]",order_opt,DNF,"[['memory_norm', 'cost_norm'], 'acc_loss_norm']",2,exponential_weighted_criterion,0.0,7473.0,39279085.0,38.30075263977051,3
80,0,"[['spoon'], ['handbag']]",model_opt,CNF,"['memory_norm', 'cost_norm', 'acc_loss_norm']",2,weighted_product,0.0,7473.0,39279085.0,15.630006790161133,3
81,0,"[['spoon'], ['handbag']]",model_opt,DNF,"['memory_norm', 'cost_norm', 'acc_loss_norm']",2,weighted_product,0.0,7473.0,39279085.0,15.625,3
82,0,"[['spoon'], ['handbag']]",order_opt,CNF,"['memory_norm', 'cost_norm', 'acc_loss_norm']",2,weighted_product,0.0,7473.0,39279085.0,31.25286102294922,3
83,0,"[['spoon'], ['handbag']]",order_opt,DNF,"['memory_norm', 'cost_norm', 'acc_loss_norm']",2,weighted_product,0.0,7473.0,39279085.0,40.29965400695801,3
84,0,"[['spoon'], ['handbag']]",model_opt,CNF,"[['memory_norm', 'cost_norm', 'acc_loss_norm']]",2,weighted_product,0.0,7473.0,39279085.0,15.625953674316406,3
85,0,"[['spoon'], ['handbag']]",model_opt,DNF,"[['memory_norm', 'cost_norm', 'acc_loss_norm']]",2,weighted_product,0.0,7473.0,39279085.0,15.651226043701172,3
86,0,"[['spoon'], ['handbag']]",order_opt,CNF,"[['memory_norm', 'cost_norm', 'acc_loss_norm']]",2,weighted_product,0.0,7473.0,39279085.0,36.806344985961914,3
87,0,"[['spoon'], ['handbag']]",order_opt,DNF,"[['memory_norm', 'cost_norm', 'acc_loss_norm']]",2,weighted_product,0.0,7473.0,39279085.0,47.34468460083008,3
88,0,"[['spoon'], ['handbag']]",model_opt,CNF,"['memory_norm', ['cost_norm', 'acc_loss_norm']]",2,weighted_product,0.0,7473.0,39279085.0,15.623092651367188,3
89,0,"[['spoon'], ['handbag']]",model_opt,DNF,"['memory_norm', ['cost_norm', 'acc_loss_norm']]",2,weighted_product,0.0,7473.0,39279085.0,17.659664154052734,3
90,0,"[['spoon'], ['handbag']]",order_opt,CNF,"['memory_norm', ['cost_norm', 'acc_loss_norm']]",2,weighted_product,0.0,7473.0,39279085.0,31.71706199645996,3
91,0,"[['spoon'], ['handbag']]",order_opt,DNF,"['memory_norm', ['cost_norm', 'acc_loss_norm']]",2,weighted_product,0.0,7473.0,39279085.0,31.75520896911621,3
92,0,"[['spoon'], ['handbag']]",model_opt,CNF,"[['memory_norm', 'cost_norm'], 'acc_loss_norm']",2,weighted_product,0.0,7473.0,39279085.0,15.626907348632812,3
93,0,"[['spoon'], ['handbag']]",model_opt,DNF,"[['memory_norm', 'cost_norm'], 'acc_loss_norm']",2,weighted_product,0.0,7473.0,39279085.0,31.71539306640625,3
94,0,"[['spoon'], ['handbag']]",order_opt,CNF,"[['memory_norm', 'cost_norm'], 'acc_loss_norm']",2,weighted_product,0.0,7473.0,39279085.0,31.7227840423584,3
95,0,"[['spoon'], ['handbag']]",order_opt,DNF,"[['memory_norm', 'cost_norm'], 'acc_loss_norm']",2,weighted_product,0.0,7473.0,39279085.0,47.393798828125,3
96,0,"[['spoon'], ['handbag']]",model_opt,CNF,"['memory_norm', 'cost_norm', 'acc_loss_norm']",2,goal_method,0.372695,131.0,684775.0,15.623331069946289,2
97,0,"[['spoon'], ['handbag']]",model_opt,DNF,"['memory_norm', 'cost_norm', 'acc_loss_norm']",2,goal_method,0.7884739999999999,30.0,16500.0,16.08562469482422,2
98,0,"[['spoon'], ['handbag']]",order_opt,CNF,"['memory_norm', 'cost_norm', 'acc_loss_norm']",2,goal_method,0.372695,54.01663893,684775.0,47.39737510681152,2
99,0,"[['spoon'], ['handbag']]",order_opt,DNF,"['memory_norm', 'cost_norm', 'acc_loss_norm']",2,goal_method,0.788675,23.22612886999998,29590.0,63.02022933959961,2
100,0,"[['spoon'], ['handbag']]",model_opt,CNF,"[['memory_norm', 'cost_norm', 'acc_loss_norm']]",2,goal_method,0.372695,131.0,684775.0,24.21736717224121,2
101,0,"[['spoon'], ['handbag']]",model_opt,DNF,"[['memory_norm', 'cost_norm', 'acc_loss_norm']]",2,goal_method,0.7884739999999999,30.0,16500.0,15.626907348632812,2
102,0,"[['spoon'], ['handbag']]",order_opt,CNF,"[['memory_norm', 'cost_norm', 'acc_loss_norm']]",2,goal_method,0.372695,54.01663893,684775.0,31.24856948852539,2
103,0,"[['spoon'], ['handbag']]",order_opt,DNF,"[['memory_norm', 'cost_norm', 'acc_loss_norm']]",2,goal_method,0.788675,23.22612886999998,29590.0,72.9978084564209,2
104,0,"[['spoon'], ['handbag']]",model_opt,CNF,"['memory_norm', ['cost_norm', 'acc_loss_norm']]",2,goal_method,0.372695,131.0,684775.0,15.628576278686523,2
105,0,"[['spoon'], ['handbag']]",model_opt,DNF,"['memory_norm', ['cost_norm', 'acc_loss_norm']]",2,goal_method,0.7884739999999999,30.0,16500.0,31.2192440032959,2
106,0,"[['spoon'], ['handbag']]",order_opt,CNF,"['memory_norm', ['cost_norm', 'acc_loss_norm']]",2,goal_method,0.372695,54.01663893,684775.0,38.3000373840332,2
107,0,"[['spoon'], ['handbag']]",order_opt,DNF,"['memory_norm', ['cost_norm', 'acc_loss_norm']]",2,goal_method,0.788675,23.22612886999998,29590.0,62.98327445983887,2
108,0,"[['spoon'], ['handbag']]",model_opt,CNF,"[['memory_norm', 'cost_norm'], 'acc_loss_norm']",2,goal_method,0.372695,131.0,684775.0,15.62643051147461,2
109,0,"[['spoon'], ['handbag']]",model_opt,DNF,"[['memory_norm', 'cost_norm'], 'acc_loss_norm']",2,goal_method,0.7884739999999999,30.0,16500.0,12.544631958007812,2
110,0,"[['spoon'], ['handbag']]",order_opt,CNF,"[['memory_norm', 'cost_norm'], 'acc_loss_norm']",2,goal_method,0.372695,54.01663893,684775.0,31.765460968017578,2
111,0,"[['spoon'], ['handbag']]",order_opt,DNF,"[['memory_norm', 'cost_norm'], 'acc_loss_norm']",2,goal_method,0.788675,23.22612886999998,29590.0,62.51263618469238,2
112,0,"[['spoon'], ['handbag']]",model_opt,CNF,"['memory_norm', 'cost_norm', 'acc_loss_norm']",2,bounded_objective,0.372695,131.0,684775.0,22.18317985534668,2
113,0,"[['spoon'], ['handbag']]",model_opt,DNF,"['memory_norm', 'cost_norm', 'acc_loss_norm']",2,bounded_objective,0.851305,131.0,684775.0,15.624046325683594,2
114,0,"[['spoon'], ['handbag']]",order_opt,CNF,"['memory_norm', 'cost_norm', 'acc_loss_norm']",2,bounded_objective,0.372695,54.01663893,684775.0,31.2502384185791,2
115,0,"[['spoon'], ['handbag']]",order_opt,DNF,"['memory_norm', 'cost_norm', 'acc_loss_norm']",2,bounded_objective,0.851305,55.115261069999974,684775.0,46.87833786010742,2
116,0,"[['spoon'], ['handbag']]",model_opt,CNF,"[['memory_norm', 'cost_norm', 'acc_loss_norm']]",2,bounded_objective,0.372695,131.0,684775.0,7.044553756713867,2
117,0,"[['spoon'], ['handbag']]",model_opt,DNF,"[['memory_norm', 'cost_norm', 'acc_loss_norm']]",2,bounded_objective,0.851305,131.0,684775.0,15.623331069946289,2
118,0,"[['spoon'], ['handbag']]",order_opt,CNF,"[['memory_norm', 'cost_norm', 'acc_loss_norm']]",2,bounded_objective,0.372695,54.01663893,684775.0,31.27908706665039,2
119,0,"[['spoon'], ['handbag']]",order_opt,DNF,"[['memory_norm', 'cost_norm', 'acc_loss_norm']]",2,bounded_objective,0.851305,55.115261069999974,684775.0,47.33991622924805,2
120,0,"[['spoon'], ['handbag']]",model_opt,CNF,"['memory_norm', ['cost_norm', 'acc_loss_norm']]",2,bounded_objective,0.372695,131.0,684775.0,15.625238418579102,2
121,0,"[['spoon'], ['handbag']]",model_opt,DNF,"['memory_norm', ['cost_norm', 'acc_loss_norm']]",2,bounded_objective,0.851305,131.0,684775.0,15.620231628417969,2
122,0,"[['spoon'], ['handbag']]",order_opt,CNF,"['memory_norm', ['cost_norm', 'acc_loss_norm']]",2,bounded_objective,0.372695,54.01663893,684775.0,31.255006790161133,2
123,0,"[['spoon'], ['handbag']]",order_opt,DNF,"['memory_norm', ['cost_norm', 'acc_loss_norm']]",2,bounded_objective,0.851305,55.115261069999974,684775.0,47.347068786621094,2
124,0,"[['spoon'], ['handbag']]",model_opt,CNF,"[['memory_norm', 'cost_norm'], 'acc_loss_norm']",2,bounded_objective,0.372695,131.0,684775.0,15.62356948852539,2
125,0,"[['spoon'], ['handbag']]",model_opt,DNF,"[['memory_norm', 'cost_norm'], 'acc_loss_norm']",2,bounded_objective,0.851305,131.0,684775.0,15.627145767211914,2
126,0,"[['spoon'], ['handbag']]",order_opt,CNF,"[['memory_norm', 'cost_norm'], 'acc_loss_norm']",2,bounded_objective,0.372695,54.01663893,684775.0,31.717300415039062,2
127,0,"[['spoon'], ['handbag']]",order_opt,DNF,"[['memory_norm', 'cost_norm'], 'acc_loss_norm']",2,bounded_objective,0.851305,55.115261069999974,684775.0,46.884775161743164,2
128,1,"[['broccoli'], ['tennis_racket']]",model_opt,CNF,"['memory_norm', 'cost_norm', 'acc_loss_norm']",2,weighted_global_criterion,0.04309999999999996,126.0,576430.0,31.252622604370117,2
129,1,"[['broccoli'], ['tennis_racket']]",model_opt,DNF,"['memory_norm', 'cost_norm', 'acc_loss_norm']",2,weighted_global_criterion,0.868762,61.0,261555.0,25.178909301757812,2
130,1,"[['broccoli'], ['tennis_racket']]",order_opt,CNF,"['memory_norm', 'cost_norm', 'acc_loss_norm']",2,weighted_global_criterion,0.04309999999999996,61.00480740000001,576430.0,47.388315200805664,2
131,1,"[['broccoli'], ['tennis_racket']]",order_opt,DNF,"['memory_norm', 'cost_norm', 'acc_loss_norm']",2,weighted_global_criterion,0.8291199999999997,25.26676275999954,95155.0,94.21515464782715,2
132,1,"[['broccoli'], ['tennis_racket']]",model_opt,CNF,"[['memory_norm', 'cost_norm', 'acc_loss_norm']]",2,weighted_global_criterion,0.04309999999999996,126.0,576430.0,15.633106231689453,2
133,1,"[['broccoli'], ['tennis_racket']]",model_opt,DNF,"[['memory_norm', 'cost_norm', 'acc_loss_norm']]",2,weighted_global_criterion,0.8156799999999993,52.0,13470.0,31.729459762573242,2
134,1,"[['broccoli'], ['tennis_racket']]",order_opt,CNF,"[['memory_norm', 'cost_norm', 'acc_loss_norm']]",2,weighted_global_criterion,0.04309999999999996,61.00480740000001,576430.0,47.34063148498535,2
135,1,"[['broccoli'], ['tennis_racket']]",order_opt,DNF,"[['memory_norm', 'cost_norm', 'acc_loss_norm']]",2,weighted_global_criterion,0.82912,25.26676275999978,95155.0,93.75977516174316,2
136,1,"[['broccoli'], ['tennis_racket']]",model_opt,CNF,"['memory_norm', ['cost_norm', 'acc_loss_norm']]",2,weighted_global_criterion,0.04309999999999996,126.0,576430.0,15.674114227294922,2
137,1,"[['broccoli'], ['tennis_racket']]",model_opt,DNF,"['memory_norm', ['cost_norm', 'acc_loss_norm']]",2,weighted_global_criterion,0.8156799999999993,52.0,13470.0,38.75398635864258,2
138,1,"[['broccoli'], ['tennis_racket']]",order_opt,CNF,"['memory_norm', ['cost_norm', 'acc_loss_norm']]",2,weighted_global_criterion,0.04309999999999996,61.00480740000001,576430.0,47.29342460632324,2
139,1,"[['broccoli'], ['tennis_racket']]",order_opt,DNF,"['memory_norm', ['cost_norm', 'acc_loss_norm']]",2,weighted_global_criterion,0.8291199999999992,25.266762760000006,95155.0,119.87042427062988,2
140,1,"[['broccoli'], ['tennis_racket']]",model_opt,CNF,"[['memory_norm', 'cost_norm'], 'acc_loss_norm']",2,weighted_global_criterion,0.04309999999999996,126.0,576430.0,15.62952995300293,2
